Sertisseur;-Dague;1;01;11;2021;15;33;12;;1412 kamas/u.;1 499;;;;;
Tailladeuse de Baguette;-Dague;1;01;11;2021;15;33;15;;624 kamas/u.;2 000;;;;;
Tailladeuse de Baton;-Dague;1;01;11;2021;15;33;19;;357 kamas/u.;400;;;;;
Coupe Cuir;-Dague;1;01;11;2021;15;33;23;;3465 kamas/u.;2 000;;;;;
Tailladeuse d'Arc;-Dague;1;01;11;2021;15;33;26;;9920 kamas/u.;eho eho he);;;;;
Tailladeuse de Batons Magiques;-Dague;1;01;11;2021;15;33;30;;13710 kamas/u.;25 555;25 555;;;;
Tailladeuse de Baguettes Magiques;-Dague;1;01;11;2021;15;33;34;;13878 kamas/u.;12 000;;;;;
Coupe Cuir du Cordomage;-Dague;1;01;11;2021;15;33;38;;23404 kamas/u.;20 000;21 999;21 999;;;
Petites Dagues de Boisaille;-Dague;;01;11;2021;15;33;41;;531 kamas/u.;;;;;;
Dagues de Boisaille;-Dague;;01;11;2021;15;33;45;;175 kamas/u.;;;;;;
Grandes Dagues de Boisaille;-Dague;6;01;11;2021;15;33;49;;525 kamas/u.;500;;;;;
Dagues du Bandit;-Dague;12;01;11;2021;15;33;52;;2795 kamas/u.;2 999;3 000;3 500;;;
Grandes Dagues de Fouraille;-Dague;12;01;11;2021;15;33;57;;505 kamas/u.;500;;;;;
Puissantes Dagues de Fouraille;-Dague;13;01;11;2021;15;34;00;;1699 kamas/u.;1 500;;;;;
Dague du Birelil;-Dague;14;01;11;2021;15;34;04;;O kamas/u.;4 000;;;;;
Dague de Afelezu;-Dague;15;01;11;2021;15;34;08;;O kamas/u.;3 500;;;;;
Dague de Bofyf;-Dague;17;01;11;2021;15;34;11;;O kamas/u.;5 000;;;;;
L'Ergot Mina;-Dague;20;01;11;2021;15;34;15;;20803 kamas/u.;40 000;;;;;
Dagues Sylvestres;-Dague;23;01;11;2021;15;34;19;;3246 kamas/u.;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;
Grandes Dagues Sylvestres;-Dague;25;01;11;2021;15;34;24;;24910 kamas/u.;4999;4 999;7 000;7 000;;
Queues de Chatons;-Dague;25;01;11;2021;15;34;28;;10210 kamas/u.;2 999;3 800;7 000;7 000;;
Bashers;-Dague;29;01;11;2021;15;34;32;;51631 kamas/u.;55 000;;;;;
Couteau a Stek;-Dague;35;01;11;2021;15;34;35;;19985 kamas/u.;17 000;18 500;19 999;19 999;20 000;
Dague du Ezavesi;-Dague;37;01;11;2021;15;34;39;;O kamas/u.;5 000;;;;;
Dague du Divac;-Dague;38;01;11;2021;15;34;43;;O kamas/u.;5 000;;;;;
Dague du Blufago;-Dague;39;01;11;2021;15;34;47;;4000 kamas/u.;4 500;;;;;
Dagues Cruelles d'Elorie Entuwan;-Dague;40;01;11;2021;15;34;50;;27841 kamas/u.;10 000;12 000;20 000;25 000;;
Dagues Eurfolles;-Dague;46;01;11;2021;15;34;55;;232722 kamas/u.;100 000;500 000;680 000;700 000;700 000;700 000;700 000;750 000;
Dagues Honies;-Dague;46;01;11;2021;15;34;59;;29342 kamas/u.;59 500;;;;;
Dague de Pevihem;-Dague;49;01;11;2021;15;35;02;;O kamas/u.;10 000;;;;;
Dagues Aerdala;-Dague;62;01;11;2021;15;35;06;;320614 kamas/u.;400 000;;;;;
Dague du Shanof;-Dague;63;01;11;2021;15;35;10;;30000 kamas/u.;99 000;;;;;
Blessdags;-Dague;64;01;11;2021;15;35;13;;368489 kamas/u.;75 000;75 000;80 000;80 000;80 000;80 000;80 000;85 000;85 000;280 000;520 000;600 000;750 000;990 000;1 050 000;1 200 000;2 000 000;
Dague de llifa;-Dague;65;01;11;2021;15;35;20;;O kamas/u.;25 000;;;;;
Dague du Yrasber;-Dague;66;01;11;2021;15;35;23;;10000 kamas/u.;10 000;;;;;
Chakra Style;-Dague;73;01;11;2021;15;35;27;;185105 kamas/u.;430 000;450 000;;;;
Lames Sanglantes D'Ortimus Contrari;-Dague;80;01;11;2021;15;35;31;;136163 kamas/u.;300 000;300 000;;;;
Dague d'Obukum;-Dague;80;01;11;2021;15;35;35;;O kamas/u.;450 000;;;;;
Daguette du Captain Chafer;-Dague;83;01;11;2021;15;35;38;;51493 kamas/u.;250 000;785 000;;;;
Dague de Pleloz;-Dague;84;01;11;2021;15;35;42;;O kamas/u.;10 000;;;;;
Dague Lutination;-Dague;90;01;11;2021;15;35;46;;170630 kamas/u.;195 000;220 000;220 000;;;
Dague de Olabab;-Dague;91;01;11;2021;15;35;49;;O kamas/u.;150 000;;;;;
Dague de Isuhaille;-Dague;96;01;11;2021;15;35;54;;O kamas/u.;200 000;;;;;
Dagues Maydhyn China;-Dague;100;01;11;2021;15;35;57;;221218 kamas/u.;500 000;900 000;;;;
Dague de Eozub;-Dague;102;01;11;2021;15;36;01;;29977 kamas/u.;100 000;;;;;
Dague de Sedum;-Dague;103;01;11;2021;15;36;05;;181749 kamas/u.;319 999;;;;;
Dague du Pharamoka;-Dague;104;01;11;2021;15;36;08;;O kamas/u.;95 000;;;;;
Dague de Obafice;-Dague;105;01;11;2021;15;36;12;;O kamas/u.;200 000;;;;;
Dague d'Akurobig;-Dague;106;01;11;2021;15;36;16;;O kamas/u.;99 000;;;;;
Dague du Utofet;-Dague;108;01;11;2021;15;36;20;;O kamas/u.;90 000;;;;;
Dagues du Rat Noir;-Dague;108;01;11;2021;15;36;23;;195509 kamas/u.;40 000;50 000;85 000;99 999;99 999;99 999;99 999;100 000;104 990;104 999;275 000;104 999;275 000;333 333;
Dagues de I'Apprenti Tueur de Bouftons;-Dague;113;01;11;2021;15;36;29;;290000 kamas/u.;950 000;;;;;
Dagues Rhumes;-Dague;113;01;11;2021;15;36;33;;1063048 kamas/u.;1 200 000;2 500 000;2 800 000;2 800 000;2 900 000;
Dague de Thorekeruh;-Dague;115;01;11;2021;15;36;36;;O kamas/u.;50 000;;;;;
Dague de Themeb;-Dague;117;01;11;2021;15;36;40;;O kamas/u.;400 000;450 000;;;;
Dagues R'Hoh;-Dague;121;01;11;2021;15;36;44;;962819 kamas/u.;499 999;600 000;870 000;1 295 999;;
Dague de Ufrifulf;-Dague;124;01;11;2021;15;36;48;;150000 kamas/u.;999 999;;;;;
Dague de Lufamefu;-Dague;124;01;11;2021;15;36;52;;752900 kamas/u.;889 998;899 999;;;;
