Bois de Fréne;| Bois;1;01;14;2021;06;18;15;;95 kamas/u.;159;1 500;8 997
Bois de Chataignier;| Bois;10;01;14;2021;06;18;18;;58 kamas/u.;100;;5 455
Bois de Noyer;| Bois;20;01;14;2021;06;18;20;;163 kamas/u.;;2 500;18 955
Bois de Chéne;| Bois;30;01;14;2021;06;18;24;;68 kamas/u.;TM);2 000;6 755
Bois de Tronknyde;| Bois;35;01;14;2021;06;18;26;;7020 kamas/u.;7 395;68 000;749 999
Cale en bois du Tronknyde;| Bois;35;01;14;2021;06;18;29;;176 kamas/u.;29;200;3 000
Sourcils de Tronknyde;| Bois;35;01;14;2021;06;18;32;;283 kamas/u.;116;2 297;16 997
Bois d'Erable;| Bois;40;01;14;2021;06;18;35;;229 kamas/u.;1 000;4 497;18 955
Tronc de Kokoko;| Bois;42;01;14;2021;06;18;38;;900 kamas/u.;;sel OL0;87 999
Bois de Bambou Dore;| Bois;45;01;14;2021;06;18;41;;5968 kamas/u.;7 500;73 000;500 000
Bois Envoute;| Bois;45;01;14;2021;06;18;44;;2954 kamas/u.;ya st3ts);31 000;299 998
Bois de Bambouto;| Bois;47;01;14;2021;06;18;46;;46 kamas/u.;49;440;3 000
Bois d'Oliviolet;| Bois;50;01;14;2021;06;18;50;;522 kamas/u.;7 500;11 999;45 995
Bois d'If;| Bois;50;01;14;2021;06;18;52;;1687 kamas/u.;ee}e}s};15 998;119 999
Bois de Bombu;| Bois;50;01;14;2021;06;18;55;;473 kamas/u.;2 000;5 799;26 000
Bois de Kaliptus;| Bois;50;01;14;2021;06;18;58;;1178 kamas/u.;1 998;16 899;94 998
Bois de Bambou;| Bois;50;01;14;2021;06;19;01;;271 kamas/u.;;7 499;18 000
Bois de Merisier;| Bois;60;01;14;2021;06;19;04;;1149 kamas/u.;3 666;12 499;80 000
Bois de Bambou;| Bois;50;01;14;2021;06;19;07;;271 kamas/u.;;7 499;18 000
Bois de Merisier;| Bois;60;01;14;2021;06;19;10;;1149 kamas/u.;3 666;12 499;80 000
Bois de Bambou Sombre;| Bois;60;01;14;2021;06;19;13;;916 kamas/u.;4444;14 007;80 900
Bois d'Ebene;| Bois;70;01;14;2021;06;19;16;;2379 kamas/u.;3 399;29 999;237 997
Bois de Charme;| Bois;80;01;14;2021;06;19;19;;2062 kamas/u.;4995;24 999;104 999
Bois d'Orme;| Bois;90;01;14;2021;06;19;21;;27677 kamas/u.;28 996;273 996;2 799 999
Bois Ancestral;| Bois;100;01;14;2021;06;19;24;;45317 kamas/u.;47 888;449 991;
Bois de Bambou Sacré;| Bois;100;01;14;2021;06;19;27;;13610 kamas/u.;smh 4;115 000;1 888 777
Noeud de I'Abrakleur clair;| Bois;120;01;14;2021;06;19;29;;9319 kamas/u.;ests;79 995;
Souche de I'Abrakleur clair;| Bois;120;01;14;2021;06;19;32;;2933 kamas/u.;2 500;34 997;274 992
Bois de Bambouto Sacré;| Bois;120;01;14;2021;06;19;35;;1997 kamas/u.;1 500;19 666;199 999
Bois de Bambou Magique;| Bois;220;01;14;2021;06;19;37;;3988 kamas/u.;2 399;37 999;300 000
Bourgeon de Fourbasse;Bourgeon;22;01;14;2021;06;19;42;;9 kamas/u.;;Pho]0;999
Bourgeon d'Abraknyde;Bourgeon;32;01;14;2021;06;19;45;;536 kamas/u.;450;8 999;53 000
Bourgeon d'Abraknyde Sombre;Bourgeon;78;01;14;2021;06;19;48;;4061 kamas/u.;2 999;38 995;399 800
Bourgeon du Chéne Mou;Bourgeon;200;01;14;2021;06;19;51;;769 kamas/u.;1 796;7 997;
Bourgeon de I'Abraknyde Ancestral;Bourgeon;200;01;14;2021;06;19;54;;2392 kamas/u.;yao} V7);17 999;
Bourgeon de I'Abraknyde Ancestral;Bourgeon;200;01;14;2021;06;19;57;;2392 kamas/u.;2 997;17 999;
Bourgeon de I'Abraknyde Ancestral;Bourgeon;200;01;14;2021;06;19;59;;2392 kamas/u.;yao} V7);17 999;
Bourgeon de I'Abraknyde Ancestral;Bourgeon;200;01;14;2021;06;20;02;;2392 kamas/u.;2 997;17 999;
Bourgeon de I'Abraknyde Ancestral;Bourgeon;200;01;14;2021;06;20;05;;2392 kamas/u.;yao} V7);17 999;
Bourgeon de I'Abraknyde Ancestral;Bourgeon;200;01;14;2021;06;20;07;;2392 kamas/u.;2 997;17 999;
Bourgeon de I'Abraknyde Ancestral;Bourgeon;200;01;14;2021;06;20;10;;2392 kamas/u.;yao} V7);17 999;
Bourgeon de I'Abraknyde Ancestral;Bourgeon;200;01;14;2021;06;20;13;;2392 kamas/u.;2 997;17 999;
Ecorce de Fourbasse;Ecorce;22;01;14;2021;06;20;18;;58 kamas/u.;;120;2 000
Ecorce magique de Bulbiflore;Ecorce;26;01;14;2021;06;20;20;;29088 kamas/u.;PWV;;
Ecorce d'Abraknyde;Ecorce;32;01;14;2021;06;20;23;;319 kamas/u.;250;3 499;30 000
Ecorce magique de Bulbuisson;Ecorce;42;01;14;2021;06;20;27;;21104 kamas/u.;15 999;;
Ecorce magique de Bulbambou;Ecorce;67;01;14;2021;06;20;29;;25183 kamas/u.;13 997;;
Ecorce de Liroye Merline;Ecorce;78;01;14;2021;06;20;32;;8212 kamas/u.;5 900;70 000;
Ecorce de Liroye Merline;Ecorce;78;01;14;2021;06;20;35;;8212 kamas/u.;5 900;70 000;
Ecorce d'Abraknyde Sombre;Ecorce;78;01;14;2021;06;20;38;;730 kamas/u.;888;8 888;61 999
Ecorce de Fécorce;Ecorce;100;01;14;2021;06;20;41;;89220 kamas/u.;STS he V4;915 501;
Ecorce de Nerbe;Ecorce;100;01;14;2021;06;20;44;;24256 kamas/u.;26 995;230 000;2 899 999
Ecorce de Chiendent;Ecorce;100;01;14;2021;06;20;47;;759 kamas/u.;299;4 000;59 501
Ecorce de Champaknyde;Ecorce;113;01;14;2021;06;20;49;;29335 kamas/u.;29 986;290 000;3 999 999
Ecorce de Floribonde;Ecorce;120;01;14;2021;06;20;52;;7058 kamas/u.;19 992;199 999;
Ecorce de Brouture;Ecorce;120;01;14;2021;06;20;55;;53208 kamas/u.;59 997;521 896;
Ecorce magique de Bulbig;Ecorce;150;01;14;2021;06;20;57;;106022 kamas/u.;93 996;;
