Petit Arc de Boisaille;Arc;;01;19;2021;05;33;06;;511 kamas/u.;;;;;;
Arc en Racine d'Abraknyde;Arc;28;01;19;2021;05;33;11;;35825 kamas/u.;48 998;;;;;
Arc de Netamebe;Arc;28;01;19;2021;05;33;16;;0 kamas/u.;15 000;;;;;
Petit Arc en Corne de Bouftou;Arc;29;01;19;2021;05;33;22;;2629 kamas/u.;2 500;2 550;2 550;;;
Arc du Flulile;Arc;39;01;19;2021;05;33;27;;0 kamas/u.;4 000;;;;;
Arc Hidsad;Arc;40;01;19;2021;05;33;32;;74873 kamas/u.;900;1 500;2 000;;;
Arc a Poulie Sciée;Arc;41;01;19;2021;05;33;38;;55555 kamas/u.;50 000;;;;;
Arc des Rivages;Arc;46;01;19;2021;05;33;43;;10021 kamas/u.;20 500;22 000;23 500;23 800;24 750;23 800;24 750;25 000;
Arc de Boo;Arc;50;01;19;2021;05;33;49;;1316 kamas/u.;700;800;800;900;999;999;1 000;1 299;
Arc de Elelo;Arc;55;01;19;2021;05;33;55;;0 kamas/u.;10 000;;;;;
Arc du Koalak;Arc;61;01;19;2021;05;34;00;;6691 kamas/u.;3 500;3 999;4 000;4 500;5 000;4 500;5 000;5 000;
Arc Ko'Neun';Arc;70;01;19;2021;05;34;06;;70000 kamas/u.;55 000;;;;;
Geish'Arc;Arc;81;01;19;2021;05;34;11;;117239 kamas/u.;117 000;;;;;
Arc de Ekejuneh;Arc;84;01;19;2021;05;34;16;;0 kamas/u.;39 800;39 999;;;;
Arc de Ufloruxe;Arc;90;01;19;2021;05;34;22;;0 kamas/u.;150 000;;;;;
Arc de Enavulap;Arc;95;01;19;2021;05;34;28;;0 kamas/u.;150 000;;;;;
Arc Anum;Arc;96;01;19;2021;05;34;33;;199260 kamas/u.;150 000;;;;;
Arc de Doumaki;Arc;103;01;19;2021;05;34;38;;0 kamas/u.;100 000;;;;;
Arc Assin;Arc;107;01;19;2021;05;34;44;;406175 kamas/u.;349 999;;;;;
Arc du Lompur;Arc;111;01;19;2021;05;34;49;;0 kamas/u.;500 000;;;;;
Arc de Olalo;Arc;114;01;19;2021;05;34;54;;170227 kamas/u.;500 000;;;;;
Arc de Misolet;Arc;116;01;19;2021;05;34;59;;0 kamas/u.;40 000;;;;;
Arc du Osehur;Arc;117;01;19;2021;05;35;04;;0 kamas/u.;250 000;;;;;
Arc de Blabaul;Arc;121;01;19;2021;05;35;09;;0 kamas/u.;100 000;;;;;
Arc du Dragoeuf;Arc;122;01;19;2021;05;35;15;;693090 kamas/u.;1 350 000;1 400 000;;;;
Kask'Arc Go;Arc;122;01;19;2021;05;35;20;;1544746 kamas/u.;1 800 000;;;;;
Arc de Mesoleme;Arc;127;01;19;2021;05;35;25;;0 kamas/u.;130 000;;;;;
Kask'Arc Go;Arc;122;01;19;2021;05;35;31;;1544746 kamas/u.;1 800 000;;;;;
Arc de Mesoleme;Arc;127;01;19;2021;05;35;36;;0 kamas/u.;130 000;;;;;
Arc de Euteuvot;Arc;129;01;19;2021;05;35;41;;239999 kamas/u.;239 999;;;;;
Arc de Ousoru;Arc;132;01;19;2021;05;35;47;;0 kamas/u.;280 000;300 000;;;;
Arc de Vabahe;Arc;137;01;19;2021;05;35;52;;100022 kamas/u.;4999 999;;;;;
Arc de Feugeuf;Arc;142;01;19;2021;05;35;57;;0 kamas/u.;500 000;;;;;
Arc Hisedaisange;Arc;143;01;19;2021;05;36;02;;1261771 kamas/u.;2 000 000;3 500 000;5 999 999;;;
Arc de Baurev;Arc;146;01;19;2021;05;36;07;;0 kamas/u.;1 000 000;;;;;
Arc de Baurev;Arc;146;01;19;2021;05;36;12;;0 kamas/u.;1 000 000;;;;;
Arc de Aturej;Arc;148;01;19;2021;05;36;17;;44000 kamas/u.;750 000;;;;;
Arc a Chon;Arc;151;01;19;2021;05;36;22;;583494 kamas/u.;1 800 000;1999 999;2 000 000;2 500 000;;
Arc a Lamelles;Arc;187;01;19;2021;05;36;27;;2212459 kamas/u.;3 100 000;;;;;
Baguette de Boisaille;Baguette;;01;19;2021;05;36;38;;564 kamas/u.;;;;;;
Puissante Baguette de Boisaille;Baguette;;01;19;2021;05;36;43;;4928 kamas/u.;;;;;;
Baguette Murefat;Baguette;9;01;19;2021;05;36;48;;1997 kamas/u.;1 500;;;;;
Baguette Srafdar;Baguette;12;01;19;2021;05;36;54;;1511 kamas/u.;1 500;;;;;
Puissante Baguette de Glace;Baguette;15;01;19;2021;05;36;59;;5000 kamas/u.;5 999;;;;;
Baguette du Tofu;Baguette;25;01;19;2021;05;37;04;;6012 kamas/u.;999;;;;;
Baguette Isocdar;Baguette;28;01;19;2021;05;37;10;;0 kamas/u.;5 000;;;;;
Terrifiante Baguette Heure;Baguette;30;01;19;2021;05;37;15;;0 kamas/u.;29 999;;;;;
Baguette en Racine d'Abraknyde;Baguette;33;01;19;2021;05;37;20;;48609 kamas/u.;49 000;50 000;70 000;;;
Baguette Larvesque;Baguette;40;01;19;2021;05;37;26;;485 kamas/u.;399;;;;;
Baguette Sylvien;Baguette;43;01;19;2021;05;37;31;;5531 kamas/u.;14 980;14 999;;;;
