;;;01;19;2021;15;48;57;;;;;;;;
;;;01;19;2021;15;49;03;;;;;;;;
;;;01;19;2021;15;49;08;;;;;;;;
wa kou;;;01;19;2021;15;49;14;;;;;;;;
;;;01;19;2021;15;49;19;;;;;;;;
PIVl UC Vasot;;;01;19;2021;15;49;24;;;;;;;;
;;;01;19;2021;15;49;29;;;;;;;;
nT eerie lamellae;;;01;19;2021;15;49;34;;;;;;;;
;;;01;19;2021;15;49;40;;;;;;;;
fli Yi;;;01;19;2021;15;49;45;;;;;;;;
;;;01;19;2021;15;49;50;;;;;;;;
Options avancées >;;;01;19;2021;15;49;55;;;;;;;;
;;;01;19;2021;15;50;04;;;;;;;;
;;;01;19;2021;15;50;10;;;;;;;;
;;;01;19;2021;15;50;15;;;;;;;;
wa kou;;;01;19;2021;15;50;21;;;;;;;;
;;;01;19;2021;15;50;26;;;;;;;;
PIVl UC Vasot;;;01;19;2021;15;50;31;;;;;;;;
;;;01;19;2021;15;50;36;;;;;;;;
nT eerie lamellae;;;01;19;2021;15;50;41;;;;;;;;
;;;01;19;2021;15;50;46;;;;;;;;
fli Yi;;;01;19;2021;15;50;51;;;;;;;;
;;;01;19;2021;15;50;56;;;;;;;;
Options avancées >;;;01;19;2021;15;51;01;;;;;;;;
;;;01;19;2021;15;51;10;;;;;;;;
;;;01;19;2021;15;51;16;;;;;;;;
;;;01;19;2021;15;51;21;;;;;;;;
wa kou;;;01;19;2021;15;51;27;;;;;;;;
;;;01;19;2021;15;51;32;;;;;;;;
PIVl UC Vasot;;;01;19;2021;15;51;38;;;;;;;;
;;;01;19;2021;15;51;43;;;;;;;;
nT eerie lamellae;;;01;19;2021;15;51;48;;;;;;;;
;;;01;19;2021;15;51;53;;;;;;;;
fli Yi;;;01;19;2021;15;51;58;;;;;;;;
;;;01;19;2021;15;52;03;;;;;;;;
Options avancées >;;;01;19;2021;15;52;08;;;;;;;;
;;;01;19;2021;15;52;18;;;;;;;;
;;;01;19;2021;15;52;23;;;;;;;;
;;;01;19;2021;15;52;28;;;;;;;;
wa kou;;;01;19;2021;15;52;34;;;;;;;;
;;;01;19;2021;15;52;39;;;;;;;;
PIVl UC Vasot;;;01;19;2021;15;52;44;;;;;;;;
;;;01;19;2021;15;52;49;;;;;;;;
nT eerie lamellae;;;01;19;2021;15;52;54;;;;;;;;
;;;01;19;2021;15;52;59;;;;;;;;
fli Yi;;;01;19;2021;15;53;05;;;;;;;;
;;;01;19;2021;15;53;10;;;;;;;;
Options avancées >;;;01;19;2021;15;53;15;;;;;;;;
;;;01;19;2021;15;53;24;;;;;;;;
;;;01;19;2021;15;53;29;;;;;;;;
;;;01;19;2021;15;53;34;;;;;;;;
wa kou;;;01;19;2021;15;53;40;;;;;;;;
;;;01;19;2021;15;53;45;;;;;;;;
PIVl UC Vasot;;;01;19;2021;15;53;50;;;;;;;;
;;;01;19;2021;15;53;55;;;;;;;;
nT eerie lamellae;;;01;19;2021;15;54;01;;;;;;;;
;;;01;19;2021;15;54;06;;;;;;;;
fli Yi;;;01;19;2021;15;54;11;;;;;;;;
;;;01;19;2021;15;54;16;;;;;;;;
Options avancées >;;;01;19;2021;15;54;21;;;;;;;;
;;;01;19;2021;15;54;30;;;;;;;;
;;;01;19;2021;15;54;35;;;;;;;;
;;;01;19;2021;15;54;41;;;;;;;;
wa kou;;;01;19;2021;15;54;47;;;;;;;;
;;;01;19;2021;15;54;52;;;;;;;;
PIVl UC Vasot;;;01;19;2021;15;54;57;;;;;;;;
;;;01;19;2021;15;55;02;;;;;;;;
nT eerie lamellae;;;01;19;2021;15;55;07;;;;;;;;
;;;01;19;2021;15;55;12;;;;;;;;
fli Yi;;;01;19;2021;15;55;17;;;;;;;;
;;;01;19;2021;15;55;22;;;;;;;;
Options avancées >;;;01;19;2021;15;55;28;;;;;;;;
;;;01;19;2021;15;55;37;;;;;;;;
;;;01;19;2021;15;55;42;;;;;;;;
;;;01;19;2021;15;55;47;;;;;;;;
wa kou;;;01;19;2021;15;55;53;;;;;;;;
;;;01;19;2021;15;55;58;;;;;;;;
PIVl UC Vasot;;;01;19;2021;15;56;03;;;;;;;;
;;;01;19;2021;15;56;08;;;;;;;;
nT eerie lamellae;;;01;19;2021;15;56;14;;;;;;;;
;;;01;19;2021;15;56;19;;;;;;;;
fli Yi;;;01;19;2021;15;56;24;;;;;;;;
;;;01;19;2021;15;56;29;;;;;;;;
Options avancées >;;;01;19;2021;15;56;34;;;;;;;;
