;| Arc;;01;13;2021;04;57;22;;511 kamas/u.;;;;;;
Arc de Nybabapu;| Arc;5;01;13;2021;04;57;25;;999 kamas/u.;1 500;;;;;
Arc de Netamebe;| Arc;28;01;13;2021;04;57;29;;O kamas/u.;15 000;;;;;
;| Arc;;01;13;2021;04;57;33;;40879 kamas/u.;;;;;;
Arc du Xueluom;| Arc;30;01;13;2021;04;57;37;;25027 kamas/u.;21 000;21 500;22 000;22 500;23 000;23 000;24 500;25 027;
Abrarc;| Arc;39;01;13;2021;04;57;41;;O kamas/u.;16 999;;;;;
Arc Hidsad;| Arc;40;01;13;2021;04;57;45;;75206 kamas/u.;1 000;1 000;1 000;1 000;1 000;1 000;1 000;1 000;
Arc a Poulie Sciée;| Arc;41;01;13;2021;04;57;49;;55555 kamas/u.;60 000;;;;;
Arc des Rivages;| Arc;46;01;13;2021;04;57;53;;9999 kamas/u.;15 000;20 500;22 000;23 500;23 800;23 800;24 750;25 000;
Arc de Amphemem;| Arc;49;01;13;2021;04;57;57;;O kamas/u.;30 000;;;;;
Arc de Boo;| Arc;50;01;13;2021;04;58;01;;1316 kamas/u.;800;900;1 299;;;
Arc de Elelo;| Arc;55;01;13;2021;04;58;04;;O kamas/u.;10 000;;;;;
Arc de Genolaze;| Arc;57;01;13;2021;04;58;09;;O kamas/u.;19 999;;;;;
Arc de Thelule;| Arc;59;01;13;2021;04;58;12;;O kamas/u.;30 000;;;;;
Arc du Koalak;| Arc;61;01;13;2021;04;58;16;;6703 kamas/u.;3 999;4 000;4 500;4 999;5 000;4 999;5 000;5 000;
Arc du Icumaba;| Arc;69;01;13;2021;04;58;21;;50000 kamas/u.;50 000;;;;;
Arc Ko'Neun';| Arc;70;01;13;2021;04;58;24;;70000 kamas/u.;55 000;;;;;
Le Kikoularc;| Arc;79;01;13;2021;04;58;27;;242642 kamas/u.;650 000;;;;;
Arc de Ekejuneh;| Arc;84;01;13;2021;04;58;32;;O kamas/u.;39 800;39 999;;;;
Arc de Ufloruxe;| Arc;90;01;13;2021;04;58;35;;O kamas/u.;150 000;;;;;
Arc de Enavulap;| Arc;95;01;13;2021;04;58;39;;O kamas/u.;150 000;;;;;
Arc Anum;| Arc;96;01;13;2021;04;58;43;;199260 kamas/u.;200 000;;;;;
Arc Assin;| Arc;107;01;13;2021;04;58;47;;406175 kamas/u.;200 000;349 999;;;;
Arc du Lompur;| Arc;111;01;13;2021;04;58;50;;O kamas/u.;500 000;;;;;
Arc de Olalo;| Arc;114;01;13;2021;04;58;54;;170227 kamas/u.;500 000;;;;;
Arc de Vulevume;| Arc;114;01;13;2021;04;58;58;;O kamas/u.;100 000;;;;;
Arc de Misolet;| Arc;116;01;13;2021;04;59;01;;O kamas/u.;40 000;;;;;
Arc du Osehur;| Arc;117;01;13;2021;04;59;06;;O kamas/u.;250 000;;;;;
Arc de Ohesato;| Arc;120;01;13;2021;04;59;09;;O kamas/u.;123 000;;;;;
Arc de Blabaul;| Arc;121;01;13;2021;04;59;13;;O kamas/u.;100 000;;;;;
Arc du Dragoeuf;| Arc;122;01;13;2021;04;59;17;;687616 kamas/u.;1 350 000;1 400 000;1 599 999;;;
Jakchir Arc;| Arc;124;01;13;2021;04;59;21;;303580 kamas/u.;1 000 000;;;;;
Arc de Mesoleme;| Arc;127;01;13;2021;04;59;24;;O kamas/u.;130 000;;;;;
