Tube longiforme;Matériel d'alchimie;1;01;15;2021;21;31;56;;100 kamas/u.;;1 200;7 900
Bocal;Matériel d'alchimie;1;01;15;2021;21;32;00;;270 kamas/u.;;2 800;26 999
Grande fiole;Matériel d'alchimie;1;01;15;2021;21;32;05;;66 kamas/u.;;950;7 000
Fiole a élément;Matériel d'alchimie;1;01;15;2021;21;32;09;;221 kamas/u.;;;21999
;Matériel d'alchimie;1;01;15;2021;21;32;13;;221 kamas/u.;;;21999
;Matériel d'alchimie;1;01;15;2021;21;32;17;;221 kamas/u.;;;21999
;Matériel d'alchimie;1;01;15;2021;21;32;21;;221 kamas/u.;;;21999
;Matériel d'alchimie;1;01;15;2021;21;32;25;;221 kamas/u.;;;21999
;Matériel d'alchimie;1;01;15;2021;21;32;28;;221 kamas/u.;;;21999
;Matériel d'alchimie;1;01;15;2021;21;32;32;;221 kamas/u.;;;21999
;Matériel d'alchimie;1;01;15;2021;21;32;35;;221 kamas/u.;;;21999
;Matériel d'alchimie;1;01;15;2021;21;32;39;;221 kamas/u.;;;21999
Sphere a Metarias;Metaria;1;01;15;2021;21;32;48;;338 kamas/u.;;9 999;
Metaria bleue;Metaria;5;01;15;2021;21;32;52;;89 kamas/u.;30;490;
Metaria verte;Metaria;5;01;15;2021;21;32;56;;33 kamas/u.;;140;2 000
Metaria bleue;Metaria;5;01;15;2021;21;33;01;;89 kamas/u.;30;490;
Metaria verte;Metaria;5;01;15;2021;21;33;04;;33 kamas/u.;;140;2 000
Metaria rouge;Metaria;5;01;15;2021;21;33;08;;22 kamas/u.;;150;175
Metaria jaune;Metaria;5;01;15;2021;21;33;12;;1192 kamas/u.;499;18 999;
Metaria Triame rouge;Metaria;25;01;15;2021;21;33;15;;1745 kamas/u.;889;8 999;
Metaria Triame jaune;Metaria;25;01;15;2021;21;33;19;;459 kamas/u.;330;3 299;
Metaria Triame bleue;Metaria;25;01;15;2021;21;33;22;;343 kamas/u.;96;1 749;
Metaria Mage bleue;Metaria;50;01;15;2021;21;33;26;;17534 kamas/u.;18 000;248 999;
Metaria Mage bleue;Metaria;50;01;15;2021;21;33;29;;17534 kamas/u.;18 000;248 999;
Metaria Mage jaune;Metaria;50;01;15;2021;21;33;32;;7874 kamas/u.;12 000;;
Metaria Mage rouge;Metaria;50;01;15;2021;21;33;36;;43295 kamas/u.;53 000;;
Metaria Mage verte;Metaria;50;01;15;2021;21;33;39;;14055 kamas/u.;10 000;138 998;
Potion de Toflage;Objet de dons;1;01;15;2021;21;33;47;;911 kamas/u.;700;7 500;700 000
Potion de Tabouflage;Objet de dons;1;01;15;2021;21;33;52;;373 kamas/u.;;2 500;19 999
Potion de camouflage immobile;Objet de dons;1;01;15;2021;21;33;56;;880 kamas/u.;50 000;;
