Rune Ini;Rune de forgemagie;10;01;18;2021;19;42;59;;126 kamas/u.;i]s);1 100;26 000
Rune Fo;Rune de forgemagie;10;01;18;2021;19;43;03;;39 kamas/u.;38;325;3 900
Rune Ré Per Neutre;Rune de forgemagie;10;01;18;2021;19;43;07;;2460 kamas/u.;3 496;25 877;240 986
Rune Age;Rune de forgemagie;10;01;18;2021;19;43;11;;49 kamas/u.;44;549;3 699
Rune Ré Neutre;Rune de forgemagie;10;01;18;2021;19;43;15;;347 kamas/u.;;rT);35 000
Rune Sa;Rune de forgemagie;10;01;18;2021;19;43;18;;29 kamas/u.;99;897;2 700
Rune Ré Per Air;Rune de forgemagie;10;01;18;2021;19;43;22;;755 kamas/u.;tee ec};7 111;81 998
Rune Prospe;Rune de forgemagie;10;01;18;2021;19;43;26;;899 kamas/u.;;;89 997
Rune Ine;Rune de forgemagie;10;01;18;2021;19;43;29;;34 kamas/u.;25;690;3 450
Rune de chasse;Rune de forgemagie;10;01;18;2021;19;43;33;;339 kamas/u.;500;4 698;29 994
Rune Ré Per Feu;Rune de forgemagie;10;01;18;2021;19;43;36;;2244 kamas/u.;2 500;29 893;222 221
Rune Ré Per Eau;Rune de forgemagie;10;01;18;2021;19;43;40;;959 kamas/u.;1 500;9 799;95 996
Rune Ré Feu;Rune de forgemagie;10;01;18;2021;19;43;44;;157 kamas/u.;107;1 350;15 000
Rune Vi;Rune de forgemagie;10;01;18;2021;19;43;48;;149 kamas/u.;199;2 096;14 998
Rune Ré Per Terre;Rune de forgemagie;10;01;18;2021;19;43;51;;2104 kamas/u.;2 299;24 998;208 995
Rune Ré Air;Rune de forgemagie;10;01;18;2021;19;43;56;;11 kamas/u.;;199;799
Rune Ré Terre;Rune de forgemagie;10;01;18;2021;19;43;59;;34 kamas/u.;29;600;3 444
Rune Cha;Rune de forgemagie;10;01;18;2021;19;44;02;;35 kamas/u.;36;895;3 588
Rune Ré Eau;Rune de forgemagie;10;01;18;2021;19;44;07;;91 kamas/u.;80;800;9 700
Rune Cri;Rune de forgemagie;20;01;18;2021;19;44;10;;5839 kamas/u.;5 190;57 996;596 665
Rune Do;Rune de forgemagie;20;01;18;2021;19;44;14;;496 kamas/u.;450;4 980;50 000
Rune Invo;Rune de forgemagie;20;01;18;2021;19;44;18;;624 kamas/u.;599;7998;60 000
Rune Pa Fo;Rune de forgemagie;20;01;18;2021;19;44;21;;197 kamas/u.;200;2 999;19 799
Rune Do Per;Rune de forgemagie;20;01;18;2021;19;44;24;;60 kamas/u.;49;800;5 499
Rune Pa Ini;Rune de forgemagie;20;01;18;2021;19;44;29;;3330 kamas/u.;2 990;32 999;335 998
Rune Pod;Rune de forgemagie;20;01;18;2021;19;44;32;;21 kamas/u.;;147;1 000
Rune Pa Age;Rune de forgemagie;20;01;18;2021;19;44;36;;430 kamas/u.;250;4 300;42 996
Rune Do Ren;Rune de forgemagie;20;01;18;2021;19;44;40;;2177 kamas/u.;1999;21 998;150 000
Rune Pa Pi Per;Rune de forgemagie;20;01;18;2021;19;44;43;;2249 kamas/u.;3 499;35 000;388 986
Rune Pa Ine;Rune de forgemagie;20;01;18;2021;19;44;47;;522 kamas/u.;899;8 865;48 999
Rune Pa Sa;Rune de forgemagie;20;01;18;2021;19;44;51;;1590 kamas/u.;1990;19 985;154 999
Rune Pa Vi;Rune de forgemagie;20;01;18;2021;19;44;54;;2092 kamas/u.;2 200;22 194;208 965
Rune Pi;Rune de forgemagie;20;01;18;2021;19;44;58;;4121 kamas/u.;5 900;42 500;398 990
Rune Pa Prospe;Rune de forgemagie;20;01;18;2021;19;45;02;;9546 kamas/u.;10 000;95 980;950 997
Rune So;Rune de forgemagie;20;01;18;2021;19;45;05;;5995 kamas/u.;5 999;60 000;589 999
Rune Pi Per;Rune de forgemagie;20;01;18;2021;19;45;08;;450 kamas/u.;365;4799;47 000
Rune Pa Pi;Rune de forgemagie;20;01;18;2021;19;45;12;;13692 kamas/u.;19 999;177 000;2 500 000
Rune Pa Cha;Rune de forgemagie;20;01;18;2021;19;45;16;;552 kamas/u.;788;6 899;55 443
