Manuel du Tailleur;Document;1;01;14;2021;15;39;42;;465 kamas/u.;100;5 000;799 999
Se faire des Amis et les garder;Document;1;01;14;2021;15;39;45;;889 kamas/u.;100;;
Le Temps des Dragons - Fragments Retrouv;Document;1;01;14;2021;15;39;49;;983 kamas/u.;983;;
Le manuel de la parfaite recrue brakmarienn;Document;1;01;14;2021;15;39;53;;1 kamas/u.;25;;
Parchemin "Pointer du doigt";Document;1;01;14;2021;15;39;56;;8349 kamas/u.;6 998;;
Livre du Bwork Mage;Document;1;01;14;2021;15;40;00;;307 kamas/u.;17;;5 000
Parchemin Vent de panique;Document;1;01;14;2021;15;40;04;;2964 kamas/u.;3 500;;
La Dragoune Rose : Bien I'élever;Document;1;01;14;2021;15;40;07;;2000 kamas/u.;299;;
La Dragoune Rose : Bien I'élever;Document;1;01;14;2021;15;40;11;;2000 kamas/u.;299;;
Les secrets du langage écureuil;Document;1;01;14;2021;15;40;15;;36948 kamas/u.;9 999;;
;Document;1;01;14;2021;15;40;19;;36948 kamas/u.;9 999;;
;Document;1;01;14;2021;15;40;22;;36948 kamas/u.;9 999;;
Sort Maitrise de l'Epée;Maitrise;20;01;14;2021;15;40;27;;12495 kamas/u.;19 999;;
Sort Maitrise de la Baguette;Maitrise;20;01;14;2021;15;40;31;;1289 kamas/u.;1199;;
Sort Maitrise de |'Arc;Maitrise;20;01;14;2021;15;40;34;;1557 kamas/u.;sey:;;
Sort Maitrise des Dagues;Maitrise;20;01;14;2021;15;40;38;;961 kamas/u.;1 000;10 293;
Sort Maitrise du Marteau;Maitrise;20;01;14;2021;15;40;42;;4355 kamas/u.;2 990;;
Sort Maitrise de la Hache;Maitrise;20;01;14;2021;15;40;45;;2456 kamas/u.;1 700;;
Sort Maitrise de la Pelle;Maitrise;20;01;14;2021;15;40;49;;1105 kamas/u.;1199;;
;Maitrise;20;01;14;2021;15;40;52;;1105 kamas/u.;1199;;
;Maitrise;20;01;14;2021;15;40;55;;1105 kamas/u.;1199;;
;Maitrise;20;01;14;2021;15;40;58;;1105 kamas/u.;1199;;
;Maitrise;20;01;14;2021;15;41;02;;1105 kamas/u.;1199;;
;Maitrise;20;01;14;2021;15;41;05;;1105 kamas/u.;1199;;
Parchemin de Bricoleur;Parchemin d'expérience;1;01;14;2021;15;41;11;;4318 kamas/u.;4 000;45 996;499 997
Parchemin de Forgeur de Haches;Parchemin d'expérience;1;01;14;2021;15;41;14;;4145 kamas/u.;900;37 999;359 999
Parchemin de Forgemage de Dagues;Parchemin d'expérience;1;01;14;2021;15;41;18;;7412 kamas/u.;lope ={e le);85 000;
Parchemin de Joaillomage;Parchemin d'expérience;1;01;14;2021;15;41;22;;12751 kamas/u.;17 000;;
Parchemin de Forgemage de Haches;Parchemin d'expérience;1;01;14;2021;15;41;25;;3738 kamas/u.;9 999;;
Parchemin de Sculptemage d'Arcs;Parchemin d'expérience;1;01;14;2021;15;41;28;;1053 kamas/u.;500;9 984;114 000
Parchemin de Cordomage;Parchemin d'expérience;1;01;14;2021;15;41;33;;7184 kamas/u.;3 500;112 000;
Parchemin de Boulanger;Parchemin d'expérience;1;01;14;2021;15;41;36;;2296 kamas/u.;750;8 000;
Parchemin de Pécheur;Parchemin d'expérience;1;01;14;2021;15;41;40;;70322 kamas/u.;78 000;896 996;7 499 999
Parchemin de Sculpteur de batons;Parchemin d'expérience;1;01;14;2021;15;41;44;;5484 kamas/u.;3 000;39 994;558 989
Parchemin de Forgemage de Pelles;Parchemin d'expérience;1;01;14;2021;15;41;47;;460 kamas/u.;398;4 000;45 000
Parchemin de Paysan;Parchemin d'expérience;;01;14;2021;15;41;51;;3127 kamas/u.;;12 000;120 000
Parchemin de Forgeur de dagues;Parchemin d'expérience;1;01;14;2021;15;41;55;;8825 kamas/u.;4 400;74 997;1699 999
