Bois de Fréne;Bois;1;01;18;2021;14;24;42;;58 kamas/u.;isp }o});1 400;5 887
Bois de Chataignier;Bois;;01;18;2021;14;24;46;;94 kamas/u.;;1 000;9 500
Bois de Noyer;Bois;20;01;18;2021;14;24;50;;180 kamas/u.;300;2 000;18 000
Bois de Chéne;Bois;30;01;18;2021;14;24;54;;80 kamas/u.;1 000;2 997;7 200
Bois de Tronknyde;Bois;35;01;18;2021;14;24;57;;5581 kamas/u.;3 997;55 000;555 554
Cale en bois du Tronknyde;Bois;35;01;18;2021;14;25;01;;151 kamas/u.;;497;2 399
Sourcils de Tronknyde;Bois;35;01;18;2021;14;25;05;;232 kamas/u.;shel);2 000;14 999
Bois d'Erable;Bois;40;01;18;2021;14;25;08;;107 kamas/u.;1 000;2 000;10 500
Tronc de Kokoko;Bois;42;01;18;2021;14;25;12;;826 kamas/u.;2 000;10 350;93 995
Bois de Bambou Dore;Bois;45;01;18;2021;14;25;16;;6127 kamas/u.;5 000;73 000;500 000
Bois Envoite;Bois;45;01;18;2021;14;25;19;;2535 kamas/u.;999;22999;219 995
Bois de Bambouto;Bois;47;01;18;2021;14;25;23;;44 kamas/u.;45;439;2 299
Bois d'Oliviolet;Bois;50;01;18;2021;14;25;27;;385 kamas/u.;;11 998;38 300
Bois d'If;Bois;50;01;18;2021;14;25;31;;1495 kamas/u.;;18 500;151999
Bois de Bombu;Bois;50;01;18;2021;14;25;35;;350 kamas/u.;2 000;5 799;38 997
Bois de Kaliptus;Bois;50;01;18;2021;14;25;39;;1217 kamas/u.;1 300;13 499;100 000
Bois de Bambou;Bois;50;01;18;2021;14;25;43;;500 kamas/u.;;7 499;44 995
Bois de Merisier;Bois;60;01;18;2021;14;25;46;;835 kamas/u.;3 500;15 000;83 000
Bois de Bambou;Bois;50;01;18;2021;14;25;50;;500 kamas/u.;;7 499;44 995
Bois de Merisier;Bois;60;01;18;2021;14;25;54;;835 kamas/u.;3 500;15 000;83 000
Bois de Bambou Sombre;Bois;60;01;18;2021;14;25;57;;638 kamas/u.;4 444;9 000;76 490
Bois d'Ebéne;Bois;70;01;18;2021;14;26;01;;1940 kamas/u.;4 296;29 987;197 240
Bois de Charme;Bois;80;01;18;2021;14;26;05;;1522 kamas/u.;2799;24 980;137 000
Bois Ancestral;Bois;100;01;18;2021;14;26;08;;45200 kamas/u.;CVn t=);410 999;
Bois de Bambou Sacré;Bois;100;01;18;2021;14;26;11;;10211 kamas/u.;Arh });99 999;1 000 000
Noeud de l'Abrakleur clair;Bois;120;01;18;2021;14;26;15;;8413 kamas/u.;13 999;78 000;
Noeud de |'Abrakleur clair;Bois;120;01;18;2021;14;26;18;;8413 kamas/u.;13 999;78 000;
Souche de |'Abrakleur clair;Bois;120;01;18;2021;14;26;21;;2886 kamas/u.;2 200;34 991;270 000
Bois de Bambouto Sacré;Bois;120;01;18;2021;14;26;25;;1989 kamas/u.;1 200;19 998;179 999
Bois de Bambou Magique;Bois;220;01;18;2021;14;26;28;;3960 kamas/u.;1 899;29 790;300 000
Bourgeon de Fourbasse;Bourgeon;22;01;18;2021;14;26;36;;7 kamas/u.;;285;997
Bourgeon d'Abraknyde;Bourgeon;32;01;18;2021;14;26;40;;444 kamas/u.;999;3 800;39 998
Bourgeon d'Abraknyde Sombre;Bourgeon;78;01;18;2021;14;26;44;;3908 kamas/u.;3 600;37 998;396 999
Bourgeon du Chéne Mou;Bourgeon;200;01;18;2021;14;26;48;;793 kamas/u.;999;7 899;
Bourgeon de I'Abraknyde Ancestral;Bourgeon;200;01;18;2021;14;26;51;;2355 kamas/u.;2 887;25 000;
;Bourgeon;200;01;18;2021;14;26;55;;2355 kamas/u.;2 887;25 000;
;Bourgeon;200;01;18;2021;14;26;58;;2355 kamas/u.;2 887;25 000;
;Bourgeon;200;01;18;2021;14;27;01;;2355 kamas/u.;2 887;25 000;
;Bourgeon;200;01;18;2021;14;27;04;;2355 kamas/u.;2 887;25 000;
;Bourgeon;200;01;18;2021;14;27;08;;2355 kamas/u.;2 887;25 000;
;Bourgeon;200;01;18;2021;14;27;11;;2355 kamas/u.;2 887;25 000;
;Bourgeon;200;01;18;2021;14;27;14;;2355 kamas/u.;2 887;25 000;
Ecorce de Fourbasse;Ecorce;22;01;18;2021;14;27;22;;58 kamas/u.;;120;1999
Ecorce magique de Bulbiflore;Ecorce;;01;18;2021;14;27;26;;28991 kamas/u.;48 899;;
Ecorce d'Abraknyde;Ecorce;32;01;18;2021;14;27;30;;315 kamas/u.;499;;29 999
Ecorce magique de Bulbuisson;Ecorce;42;01;18;2021;14;27;34;;21009 kamas/u.;11 998;;
Ecorce magique de Bulbambou;Ecorce;67;01;18;2021;14;27;38;;24823 kamas/u.;13 000;;
Ecorce de Liroye Merline;Ecorce;78;01;18;2021;14;27;41;;7933 kamas/u.;3 999;59 999;650 000
Ecorce de Liroye Merline;Ecorce;78;01;18;2021;14;27;45;;7933 kamas/u.;3 999;59 999;650 000
Ecorce d'Abraknyde Sombre;Ecorce;78;01;18;2021;14;27;49;;689 kamas/u.;;5 750;56 000
Ecorce de Fecorce;Ecorce;100;01;18;2021;14;27;52;;89550 kamas/u.;88 499;844 995;
