;;;01;19;2021;14;31;10;;;;;;;;
;;;01;19;2021;14;31;15;;;;;;;;
;;;01;19;2021;14;31;20;;;;;;;;
wa kou;;;01;19;2021;14;31;26;;;;;;;;
;;;01;19;2021;14;31;31;;;;;;;;
PIVl UC Vasot;;;01;19;2021;14;31;36;;;;;;;;
;;;01;19;2021;14;31;41;;;;;;;;
nT eerie lamellae;;;01;19;2021;14;31;46;;;;;;;;
;;;01;19;2021;14;31;51;;;;;;;;
fli Yi;;;01;19;2021;14;31;56;;;;;;;;
;;;01;19;2021;14;32;01;;;;;;;;
Options avancées >;;;01;19;2021;14;32;06;;;;;;;;
;;;01;19;2021;14;32;15;;;;;;;;
;;;01;19;2021;14;32;20;;;;;;;;
;;;01;19;2021;14;32;25;;;;;;;;
wa kou;;;01;19;2021;14;32;31;;;;;;;;
;;;01;19;2021;14;32;36;;;;;;;;
PIVl UC Vasot;;;01;19;2021;14;32;41;;;;;;;;
;;;01;19;2021;14;32;46;;;;;;;;
nT eerie lamellae;;;01;19;2021;14;32;51;;;;;;;;
;;;01;19;2021;14;32;56;;;;;;;;
fli Yi;;;01;19;2021;14;33;01;;;;;;;;
;;;01;19;2021;14;33;06;;;;;;;;
Options avancées >;;;01;19;2021;14;33;11;;;;;;;;
;;;01;19;2021;14;33;20;;;;;;;;
;;;01;19;2021;14;33;25;;;;;;;;
;;;01;19;2021;14;33;30;;;;;;;;
wa kou;;;01;19;2021;14;33;36;;;;;;;;
;;;01;19;2021;14;33;40;;;;;;;;
PIVl UC Vasot;;;01;19;2021;14;33;45;;;;;;;;
;;;01;19;2021;14;33;50;;;;;;;;
nT eerie lamellae;;;01;19;2021;14;33;55;;;;;;;;
;;;01;19;2021;14;34;00;;;;;;;;
fli Yi;;;01;19;2021;14;34;05;;;;;;;;
;;;01;19;2021;14;34;10;;;;;;;;
Options avancées >;;;01;19;2021;14;34;15;;;;;;;;
;;;01;19;2021;14;34;24;;;;;;;;
;;;01;19;2021;14;34;29;;;;;;;;
;;;01;19;2021;14;34;34;;;;;;;;
wa kou;;;01;19;2021;14;34;40;;;;;;;;
;;;01;19;2021;14;34;45;;;;;;;;
PIVl UC Vasot;;;01;19;2021;14;34;50;;;;;;;;
;;;01;19;2021;14;34;55;;;;;;;;
nT eerie lamellae;;;01;19;2021;14;35;00;;;;;;;;
;;;01;19;2021;14;35;05;;;;;;;;
fli Yi;;;01;19;2021;14;35;10;;;;;;;;
;;;01;19;2021;14;35;15;;;;;;;;
Options avancées >;;;01;19;2021;14;35;20;;;;;;;;
;;;01;19;2021;14;35;29;;;;;;;;
;;;01;19;2021;14;35;34;;;;;;;;
;;;01;19;2021;14;35;39;;;;;;;;
wa kou;;;01;19;2021;14;35;45;;;;;;;;
;;;01;19;2021;14;35;50;;;;;;;;
PIVl UC Vasot;;;01;19;2021;14;35;55;;;;;;;;
;;;01;19;2021;14;35;59;;;;;;;;
nT eerie lamellae;;;01;19;2021;14;36;04;;;;;;;;
;;;01;19;2021;14;36;09;;;;;;;;
fli Yi;;;01;19;2021;14;36;14;;;;;;;;
;;;01;19;2021;14;36;19;;;;;;;;
Options avancées >;;;01;19;2021;14;36;24;;;;;;;;
;;;01;19;2021;14;36;33;;;;;;;;
;;;01;19;2021;14;36;38;;;;;;;;
;;;01;19;2021;14;36;43;;;;;;;;
wa kou;;;01;19;2021;14;36;49;;;;;;;;
;;;01;19;2021;14;36;54;;;;;;;;
PIVl UC Vasot;;;01;19;2021;14;36;59;;;;;;;;
;;;01;19;2021;14;37;04;;;;;;;;
nT eerie lamellae;;;01;19;2021;14;37;09;;;;;;;;
;;;01;19;2021;14;37;14;;;;;;;;
fli Yi;;;01;19;2021;14;37;19;;;;;;;;
;;;01;19;2021;14;37;24;;;;;;;;
Options avancées >;;;01;19;2021;14;37;29;;;;;;;;
;;;01;19;2021;14;37;38;;;;;;;;
;;;01;19;2021;14;37;43;;;;;;;;
;;;01;19;2021;14;37;48;;;;;;;;
wa kou;;;01;19;2021;14;37;54;;;;;;;;
;;;01;19;2021;14;37;58;;;;;;;;
PIVl UC Vasot;;;01;19;2021;14;38;03;;;;;;;;
;;;01;19;2021;14;38;08;;;;;;;;
nT eerie lamellae;;;01;19;2021;14;38;13;;;;;;;;
;;;01;19;2021;14;38;18;;;;;;;;
fli Yi;;;01;19;2021;14;38;23;;;;;;;;
;;;01;19;2021;14;38;28;;;;;;;;
Options avancées >;;;01;19;2021;14;38;33;;;;;;;;
