Manuel du Tailleur;Document;1;01;15;2021;04;16;44;;458 kamas/u.;99;5 000;799 999
Se faire des Amis et les garder;Document;1;01;15;2021;04;16;48;;889 kamas/u.;100;;
Le Temps des Dragons - Fragments Retrouv;Document;1;01;15;2021;04;16;52;;983 kamas/u.;983;;
Le manuel de la parfaite recrue brakmarienn;Document;1;01;15;2021;04;16;56;;1 kamas/u.;25;;
Parchemin "Pointer du doigt";Document;1;01;15;2021;04;17;00;;8341 kamas/u.;6 599;;
Livre du Bwork Mage;Document;1;01;15;2021;04;17;03;;306 kamas/u.;18;;5 000
Parchemin Vent de panique;Document;1;01;15;2021;04;17;07;;2969 kamas/u.;2 900;;
La Dragoune Rose : Bien I'élever;Document;1;01;15;2021;04;17;10;;2000 kamas/u.;299;;
La Dragoune Rose : Bien I'élever;Document;1;01;15;2021;04;17;13;;2000 kamas/u.;299;;
Les secrets du langage écureuil;Document;1;01;15;2021;04;17;17;;36948 kamas/u.;9 999;;
;Document;1;01;15;2021;04;17;20;;36948 kamas/u.;9 999;;
;Document;1;01;15;2021;04;17;24;;36948 kamas/u.;9 999;;
Sort Maitrise de l'Epée;Maitrise;20;01;15;2021;04;17;31;;12661 kamas/u.;19 998;;
Sort Maitrise de la Baguette;Maitrise;20;01;15;2021;04;17;35;;1288 kamas/u.;1199;;
Sort Maitrise de |'Arc;Maitrise;20;01;15;2021;04;17;39;;1557 kamas/u.;1190;;
Sort Maitrise des Dagues;Maitrise;20;01;15;2021;04;17;43;;961 kamas/u.;950;10 293;
Sort Maitrise du Marteau;Maitrise;20;01;15;2021;04;17;47;;4343 kamas/u.;2 899;;
Sort Maitrise de la Hache;Maitrise;20;01;15;2021;04;17;50;;2456 kamas/u.;1598;;
Sort Maitrise de la Pelle;Maitrise;20;01;15;2021;04;17;54;;1106 kamas/u.;1100;;
;Maitrise;20;01;15;2021;04;17;57;;1106 kamas/u.;1 100;;
;Maitrise;20;01;15;2021;04;18;00;;1106 kamas/u.;1100;;
;Maitrise;20;01;15;2021;04;18;03;;1106 kamas/u.;1 100;;
;Maitrise;20;01;15;2021;04;18;07;;1106 kamas/u.;1100;;
;Maitrise;20;01;15;2021;04;18;10;;1106 kamas/u.;1 100;;
Parchemin de Bricoleur;Parchemin d'expérience;1;01;15;2021;04;18;18;;3973 kamas/u.;3 799;39 800;411 111
Parchemin de Forgeur de Haches;Parchemin d'expérience;1;01;15;2021;04;18;22;;3936 kamas/u.;1999;34 995;199 999
Parchemin de Forgemage de Dagues;Parchemin d'expérience;1;01;15;2021;04;18;26;;7412 kamas/u.;6 699;85 000;
Parchemin de Joaillomage;Parchemin d'expérience;1;01;15;2021;04;18;31;;12751 kamas/u.;16 980;149 000;
Parchemin de Forgemage de Haches;Parchemin d'expérience;1;01;15;2021;04;18;35;;3738 kamas/u.;9 999;;
Parchemin de Sculptemage d'Arcs;Parchemin d'expérience;1;01;15;2021;04;18;38;;1053 kamas/u.;500;9 984;113 000
Parchemin de Cordomage;Parchemin d'expérience;1;01;15;2021;04;18;43;;7184 kamas/u.;2 999;112 000;
Parchemin de Boulanger;Parchemin d'expérience;1;01;15;2021;04;18;46;;1166 kamas/u.;747;13 000;200 000
Parchemin de Pécheur;Parchemin d'expérience;1;01;15;2021;04;18;50;;70524 kamas/u.;78 000;889 998;7 499 999
Parchemin de Sculpteur de batons;Parchemin d'expérience;1;01;15;2021;04;18;54;;5484 kamas/u.;2 997;39 993;558 989
