;;;01;19;2021;14;39;49;;;;;;;;
;;;01;19;2021;14;39;54;;;;;;;;
;;;01;19;2021;14;39;59;;;;;;;;
wa kou;;;01;19;2021;14;40;04;;;;;;;;
;;;01;19;2021;14;40;09;;;;;;;;
PIVl UC Vasot;;;01;19;2021;14;40;14;;;;;;;;
;;;01;19;2021;14;40;19;;;;;;;;
nT eerie lamellae;;;01;19;2021;14;40;24;;;;;;;;
;;;01;19;2021;14;40;29;;;;;;;;
fli Yi;;;01;19;2021;14;40;34;;;;;;;;
;;;01;19;2021;14;40;39;;;;;;;;
Options avancées >;;;01;19;2021;14;40;45;;;;;;;;
;;;01;19;2021;14;40;54;;;;;;;;
;;;01;19;2021;14;40;59;;;;;;;;
;;;01;19;2021;14;41;04;;;;;;;;
wa kou;;;01;19;2021;14;41;10;;;;;;;;
;;;01;19;2021;14;41;14;;;;;;;;
PIVl UC Vasot;;;01;19;2021;14;41;19;;;;;;;;
;;;01;19;2021;14;41;24;;;;;;;;
nT eerie lamellae;;;01;19;2021;14;41;29;;;;;;;;
;;;01;19;2021;14;41;34;;;;;;;;
fli Yi;;;01;19;2021;14;41;39;;;;;;;;
;;;01;19;2021;14;41;44;;;;;;;;
Options avancées >;;;01;19;2021;14;41;49;;;;;;;;
;;;01;19;2021;14;41;58;;;;;;;;
;;;01;19;2021;14;42;03;;;;;;;;
;;;01;19;2021;14;42;08;;;;;;;;
wa kou;;;01;19;2021;14;42;14;;;;;;;;
;;;01;19;2021;14;42;19;;;;;;;;
PIVl UC Vasot;;;01;19;2021;14;42;24;;;;;;;;
;;;01;19;2021;14;42;29;;;;;;;;
nT eerie lamellae;;;01;19;2021;14;42;34;;;;;;;;
;;;01;19;2021;14;42;39;;;;;;;;
fli Yi;;;01;19;2021;14;42;44;;;;;;;;
;;;01;19;2021;14;42;49;;;;;;;;
Options avancées >;;;01;19;2021;14;42;54;;;;;;;;
