Sertisseur;-Dague;1;01;12;2021;09;15;34;;1412 kamas/u.;1 499;;;;;
Tailladeuse de Baguette;-Dague;1;01;12;2021;09;15;37;;624 kamas/u.;2 000;;;;;
Tailladeuse de Baton;-Dague;1;01;12;2021;09;15;41;;357 kamas/u.;400;;;;;
Coupe Cuir;-Dague;1;01;12;2021;09;15;45;;3465 kamas/u.;2 000;;;;;
Tailladeuse d'Arc;-Dague;1;01;12;2021;09;15;49;;9920 kamas/u.;eho eho he);;;;;
Tailladeuse de Batons Magiques;-Dague;1;01;12;2021;09;15;52;;13763 kamas/u.;25 555;;;;;
Tailladeuse de Baguettes Magiques;-Dague;1;01;12;2021;09;15;57;;13861 kamas/u.;12 000;;;;;
Coupe Cuir du Cordomage;-Dague;1;01;12;2021;09;16;00;;23359 kamas/u.;21 999;21 999;;;;
;-Dague;;01;12;2021;09;16;04;;531 kamas/u.;;;;;;
;-Dague;;01;12;2021;09;16;08;;173 kamas/u.;;;;;;
Grandes Dagues de Boisaille;-Dague;6;01;12;2021;09;16;11;;525 kamas/u.;500;;;;;
Dagues du Bandit;-Dague;12;01;12;2021;09;16;15;;2794 kamas/u.;2 749;2999;4 998;;;
Grandes Dagues de Fouraille;-Dague;12;01;12;2021;09;16;19;;505 kamas/u.;500;;;;;
Puissantes Dagues de Fouraille;-Dague;13;01;12;2021;09;16;23;;1699 kamas/u.;1 500;;;;;
Dague du Birelil;-Dague;14;01;12;2021;09;16;26;;O kamas/u.;4 000;;;;;
Dague de Afelezu;-Dague;15;01;12;2021;09;16;30;;O kamas/u.;3 500;;;;;
Dague de Bofyf;-Dague;17;01;12;2021;09;16;34;;O kamas/u.;5 000;;;;;
L'Ergot Mina;-Dague;20;01;12;2021;09;16;38;;20803 kamas/u.;40 000;;;;;
Dagues Sylvestres;-Dague;23;01;12;2021;09;16;42;;3246 kamas/u.;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;
Grandes Dagues Sylvestres;-Dague;25;01;12;2021;09;16;47;;24910 kamas/u.;4999;4 999;7 000;7 000;;
Queues de Chatons;-Dague;25;01;12;2021;09;16;51;;10177 kamas/u.;3 800;7 000;7 000;;;
Bashers;-Dague;29;01;12;2021;09;16;55;;51631 kamas/u.;55 000;;;;;
Couteau a Stek;-Dague;35;01;12;2021;09;16;58;;19985 kamas/u.;17 000;18 500;19 999;19 999;20 000;
Dague du Ezavesi;-Dague;37;01;12;2021;09;17;02;;O kamas/u.;5 000;;;;;
Dague du Divac;-Dague;38;01;12;2021;09;17;06;;O kamas/u.;5 000;;;;;
Dague du Blufago;-Dague;39;01;12;2021;09;17;10;;4000 kamas/u.;4 500;;;;;
Dagues Cruelles d'Elorie Entuwan;-Dague;40;01;12;2021;09;17;13;;27841 kamas/u.;10 000;12 000;20 000;25 000;;
Dagues Eurfolles;-Dague;46;01;12;2021;09;17;18;;232127 kamas/u.;100 000;500 000;680 000;700 000;700 000;700 000;700 000;750 000;
Dague du Alitose;-Dague;46;01;12;2021;09;17;22;;10000 kamas/u.;10 000;;;;;
Dague du Erudro;-Dague;55;01;12;2021;09;17;25;;O kamas/u.;20 000;;;;;
Dague de Egexeme;-Dague;58;01;12;2021;09;17;30;;O kamas/u.;40 000;;;;;
Dague du Shanof;-Dague;63;01;12;2021;09;17;33;;30000 kamas/u.;99 000;;;;;
Blessdags;-Dague;64;01;12;2021;09;17;37;;368759 kamas/u.;75 000;75 000;80 000;80 000;80 000;80 000;80 000;85 000;520 000;600 000;750 000;990 000;1 050 000;1 200 000;1 050 000;1 200 000;2 000 000;
Dague de llifa;-Dague;65;01;12;2021;09;17;43;;O kamas/u.;25 000;;;;;
Dague du Yrasber;-Dague;66;01;12;2021;09;17;47;;10000 kamas/u.;10 000;;;;;
Chakra Style;-Dague;73;01;12;2021;09;17;50;;185105 kamas/u.;429 999;450 000;;;;
Lames Sanglantes D'Ortimus Contrari;-Dague;80;01;12;2021;09;17;55;;136163 kamas/u.;300 000;300 000;;;;
Dague d'Obukum;-Dague;80;01;12;2021;09;17;58;;O kamas/u.;450 000;;;;;
Daguette du Captain Chafer;-Dague;83;01;12;2021;09;18;02;;51493 kamas/u.;250 000;785 000;;;;
Dague de Pleloz;-Dague;84;01;12;2021;09;18;06;;O kamas/u.;10 000;;;;;
Dague Lutination;-Dague;90;01;12;2021;09;18;10;;170630 kamas/u.;aRs{optelele);195 000;220 000;220 000;;
Dague de Olabab;-Dague;91;01;12;2021;09;18;13;;O kamas/u.;120 000;150 000;;;;
Dague de Isuhaille;-Dague;96;01;12;2021;09;18;17;;O kamas/u.;200 000;;;;;
Dagues Maydhyn China;-Dague;100;01;12;2021;09;18;21;;221218 kamas/u.;500 000;900 000;;;;
Dague de Eozub;-Dague;102;01;12;2021;09;18;25;;29977 kamas/u.;100 000;;;;;
Dague de Sedum;-Dague;103;01;12;2021;09;18;29;;181749 kamas/u.;319 999;;;;;
Dague du Pharamoka;-Dague;104;01;12;2021;09;18;32;;O kamas/u.;95 000;;;;;
Dague de Obafice;-Dague;105;01;12;2021;09;18;36;;O kamas/u.;200 000;;;;;
Dague d'Akurobig;-Dague;106;01;12;2021;09;18;40;;O kamas/u.;99 000;;;;;
Dague du Utofet;-Dague;108;01;12;2021;09;18;44;;O kamas/u.;90 000;;;;;
Dagues du Rat Noir;-Dague;108;01;12;2021;09;18;47;;194789 kamas/u.;40 000;50 000;85 000;99 999;99 999;99 999;99 999;100 000;104 990;104 999;275 000;104 999;275 000;333 333;
Dagues de I'Apprenti Tueur de Bouftons;-Dague;113;01;12;2021;09;18;53;;290000 kamas/u.;950 000;;;;;
Dagues Rhumes;-Dague;113;01;12;2021;09;18;57;;1063048 kamas/u.;1 200 000;2 500 000;2 800 000;2 800 000;2 900 000;
Dague de Thorekeruh;-Dague;115;01;12;2021;09;19;00;;O kamas/u.;50 000;;;;;
Dague de Themeb;-Dague;117;01;12;2021;09;19;05;;O kamas/u.;400 000;450 000;;;;
Dagues R'Hoh;-Dague;121;01;12;2021;09;19;08;;962819 kamas/u.;499 999;600 000;870 000;1 100 000;1 100 000;1 100 000;1 100 000;1 295 999;
Dague de Ufrifulf;-Dague;124;01;12;2021;09;19;12;;150000 kamas/u.;999 999;;;;;
Dague de Lufamefu;-Dague;124;01;12;2021;09;19;17;;752900 kamas/u.;899 999;;;;;
Dague de Furufam;-Dague;125;01;12;2021;09;19;20;;O kamas/u.;499 000;;;;;
Dague de Usovl;-Dague;126;01;12;2021;09;19;24;;500000 kamas/u.;1 200 000;;;;;
Dague de Zaderapav;-Dague;127;01;12;2021;09;19;28;;20000 kamas/u.;50 000;;;;;
Sertisseur de Ramougre;-Dague;127;01;12;2021;09;19;31;;561958 kamas/u.;400 000;450 000;599 999;600 000;600 000;625 000;650 000;750 000;650 000;750 000;1 000 000;
Dague de Mangapa;-Dague;133;01;12;2021;09;19;36;;301069 kamas/u.;800 000;;;;;
Les Dagues du Bouwin;-Dague;135;01;12;2021;09;19;40;;695065 kamas/u.;1 250 000;;;;;
Dague de Thufam;-Dague;136;01;12;2021;09;19;44;;O kamas/u.;250 000;500 000;;;;
Dague de Letipeve;-Dague;138;01;12;2021;09;19;47;;600000 kamas/u.;350 000;;;;;
Dague du Flalevru;-Dague;141;01;12;2021;09;19;52;;1750000 kamas/u.;1 250 000;;;;;
Dague du Thusahusar;-Dague;141;01;12;2021;09;19;55;;100017 kamas/u.;100 017;;;;;
Dagues Réceuses;-Dague;143;01;12;2021;09;19;59;;1388548 kamas/u.;2 888 888;4 000 000;4 300 000;4 459 999;4 500 000;4 550 000;4 600 000;5 500 000;
Dague de Ifudi;-Dague;143;01;12;2021;09;20;04;;O kamas/u.;400 000;;;;;
Dague du Zigotho;-Dague;143;01;12;2021;09;20;07;;30000 kamas/u.;299 999;;;;;
Dague de Olukico;-Dague;144;01;12;2021;09;20;11;;O kamas/u.;350 000;;;;;
Dague de Meloro;-Dague;147;01;12;2021;09;20;15;;2335550 kamas/u.;15 000 000;17 500 000;;;;
Dague de Mocohi;-Dague;149;01;12;2021;09;20;19;;69999 kamas/u.;990 000;;;;;
Dague du Odomata;-Dague;149;01;12;2021;09;20;22;;80000 kamas/u.;1 250 000;;;;;
Dagues Lassay;-Dague;150;01;12;2021;09;20;26;;2161225 kamas/u.;1 500 000;1 500 000;1 500 000;1 500 000;1 500 000;1 599 999;1 800 000;1 999 999;2 050 000;2 800 000;2 999 999;3 855 555;4 000 000;5 000 000;
Dagues Ruik;-Dague;158;01;12;2021;09;20;31;;2710896 kamas/u.;3 000 000;;;;;
Dagues Eudin;-Dague;171;01;12;2021;09;20;35;;2013956 kamas/u.;4 000 000;4 300 000;4 300 000;4 500 000;;
Dague Adou;-Dague;175;01;12;2021;09;20;38;;847172 kamas/u.;1 700 000;;;;;
Lame Assacre;-Dague;182;01;12;2021;09;20;42;;940418 kamas/u.;4 999 999;7 650 000;;;;
Couteaux a Champignons;-Dague;187;01;12;2021;09;20;45;;2860130 kamas/u.;3 500 000;3 700 000;3 900 000;4 000 000;4 500 000;4 566 666;4 750 000;4 890 000;4 900 000;5 000 000;5 050 000;5 150 000;5 185 000;5 420 000;5 185 000;5 420 000;5 499 999;
Epée de I'initié;-Epée;1;01;12;2021;09;20;57;;24 kamas/u.;10;;;;;
Petite Epée de Boisaille;-Epée;2;01;12;2021;09;21;01;;276 kamas/u.;300;;;;;
;-Epée;;01;12;2021;09;21;04;;299 kamas/u.;;;;;;
Epée de Thorogeda;-Epée;27;01;12;2021;09;21;08;;O kamas/u.;3 500;;;;;
Epée d'Obruku;-Epée;27;01;12;2021;09;21;12;;3000 kamas/u.;5 000;;;;;
Epée de Ricoche;-Epée;29;01;12;2021;09;21;15;;4995 kamas/u.;3 333;;;;;
Epée du Alalag;-Epée;35;01;12;2021;09;21;20;;O kamas/u.;5 000;;;;;
Epée de I'Opela;-Epée;37;01;12;2021;09;21;23;;25000 kamas/u.;10 000;;;;;
Lame du Craqueleur;-Epée;37;01;12;2021;09;21;27;;4658 kamas/u.;yard} s};2 498;2 499;2 500;2 500;2 500;2 500;2 600;3 000;3 000;4 000;4 000;4 000;5 500;
Epée du Turista;-Epée;39;01;12;2021;09;21;33;;O kamas/u.;165 000;;;;;
Kwaklame de Flammes;-Epée;41;01;12;2021;09;21;36;;33251 kamas/u.;yhoo} he);29 999;30 000;30 000;30 000;30 000;30 000;33 000;
Kwaklame de Terre;-Epée;41;01;12;2021;09;21;41;;24191 kamas/u.;29 000;29 000;29 999;29 999;29 999;35 000;35 000;35 000;35 000;35 000;35 000;35 000;35 000;35 000;35 000;35 000;35 000;35 000;35 000;70 000;
Kwaklame du Vent;-Epée;41;01;12;2021;09;21;49;;44620 kamas/u.;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;35 000;35 000;35 000;39 000;40 000;40 000;40 000;45 000;
Epée d'Usito;-Epée;41;01;12;2021;09;21;58;;O kamas/u.;4 500;;;;;
Corbalame;-Epée;45;01;12;2021;09;22;01;;935 kamas/u.;299;299;299;350;450;
Le petit Cutter;-Epée;46;01;12;2021;09;22;05;;35297 kamas/u.;eho eho he);;;;;
Razielle;-Epée;52;01;12;2021;09;22;09;;182350 kamas/u.;198 999;200 000;19 999 012;;;
Découpeuse de Yench;-Epée;60;01;12;2021;09;22;12;;5074 kamas/u.;2 800;2 899;2 900;3 000;3 100;3 500;3 500;4 000;4 000;5 000;5 500;
La Zulie Lame;-Epée;60;01;12;2021;09;22;18;;4228 kamas/u.;yard} s};;;;;
Epée de Rurigar;-Epée;61;01;12;2021;09;22;21;;O kamas/u.;10 000;;;;;
