Bottes Usées d'Hogmeiser;| Botte;1;01;13;2021;02;49;25;;61204 kamas/u.;319 999;;;;;
Bottes du Petit Bouftou;| Botte;1;01;13;2021;02;49;28;;38 kamas/u.;100;;;;;
Sandales du Piou Rouge;| Botte;1;01;13;2021;02;49;32;;14 kamas/u.;40;;;;;
Sandales Tofuesques;| Botte;1;01;13;2021;02;49;36;;O kamas/u.;2 000;;;;;
Sandales du Piou Bleu;| Botte;1;01;13;2021;02;49;40;;70 kamas/u.;60;;;;;
Bottes de l'Aventurier;| Botte;1;01;13;2021;02;49;43;;2994 kamas/u.;1 889;1 889;1 889;1 889;1 890;1 890;1 900;1 900;1 900;1 900;1 900;1 900;1 998;1 999;1 999;3 800;3 800;3 999;4 500;5 400;4 500;5 400;21 500;
Sandales du Piou Violet;| Botte;1;01;13;2021;02;49;51;;269 kamas/u.;so};;;;;
Les Incrustes;| Botte;1;01;13;2021;02;49;54;;34 kamas/u.;;;;;;
Sandales du Piou Vert;| Botte;1;01;13;2021;02;49;58;;17 kamas/u.;;;;;;
Sandales du Piou Jaune;| Botte;1;01;13;2021;02;50;02;;95 kamas/u.;60;;;;;
Sandales du Piou Rose;| Botte;1;01;13;2021;02;50;06;;294 kamas/u.;150;;;;;
Bottes de Chance;| Botte;8;01;13;2021;02;50;09;;2388 kamas/u.;2 000;2 000;2 000;;;
Bottes Agilesques;| Botte;8;01;13;2021;02;50;13;;279 kamas/u.;150;150;305;305;;
Boufbottes;| Botte;10;01;13;2021;02;50;17;;3250 kamas/u.;1 799;1 799;1 799;1 799;1 799;1 799;1 799;1 800;1 800;2 000;2 000;2 000;2 000;2999;3 000;3 000;3 000;3 000;3111;3 300;4 490;4 490;4 490;4 490;5 000;5 000;5 000;5 500;6 000;6 000;6 999;7 000;7 500;7 500;7 500;7 500;15 000;20 000;23 000;25 000;25 000;28 000;29 000;31 000;
Bottes en Mousse;| Botte;11;01;13;2021;02;50;28;;6940 kamas/u.;500;500;3 000;6 500;13 500;
Petites Bottes de Klime;| Botte;13;01;13;2021;02;50;32;;1161 kamas/u.;3 000;3 500;;;;
Bottes de Satisfaction;| Botte;17;01;13;2021;02;50;36;;15776 kamas/u.;8 995;;;;;
Bottes Paysannes;| Botte;18;01;13;2021;02;50;39;;1027 kamas/u.;990;990;990;990;1 050;
Pieds du Sanglier;| Botte;22;01;13;2021;02;50;43;;3153 kamas/u.;1 498;1 499;1 499;1 499;1 499;1 499;2 000;3 400;2 000;3 400;3 900;
Pantoufles du Tofu;| Botte;23;01;13;2021;02;50;48;;7333 kamas/u.;7 000;7 000;7 500;8 000;;
Bottes de Faillete;| Botte;24;01;13;2021;02;50;52;;4721 kamas/u.;9 000;10 000;;;;
Petites Bottes de Poursuite;| Botte;31;01;13;2021;02;50;56;;7613 kamas/u.;60 000;;;;;
Larvabottes;| Botte;33;01;13;2021;02;50;59;;2304 kamas/u.;6 000;6 000;6 499;6 500;20 000;
Geta Akwadala;| Botte;35;01;13;2021;02;51;03;;94832 kamas/u.;60 000;64 000;65 000;69 999;79 000;80 000;81 111;88 000;89 000;95 000;100 000;131 313;135 000;150 000;160 000;179 000;179 000;179 000;179 000;179 999;
Bottes Tarsy;| Botte;38;01;13;2021;02;51;11;;154004 kamas/u.;85 000;90 000;90 000;90 000;99 999;99 999;100 000;117 000;117 000;117 000;117 000;117 000;117 000;117 000;117 000;117 000;117 000;117 000;120 000;125 000;125 555;125 555;126 666;135 000;135 000;135 000;150 000;159 999;159 999;165 000;199 999;210 000;220 000;225 999;229 999;230 000;253 000;253 000;253 000;253 000;253 000;299 999;299 999;299 999;299 999;299 999;299 999;299 999;299 999;319 999;
Bottes du Boufcoul;| Botte;38;01;13;2021;02;51;24;;29015 kamas/u.;30 000;30 000;;;;
Puissantes Bottes de Poursuite;| Botte;39;01;13;2021;02;51;27;;29710 kamas/u.;120 000;;;;;
Kwakobottes de Glace;| Botte;40;01;13;2021;02;51;32;;33908 kamas/u.;49 999;49 999;49 999;60 000;;
Kwakobottes de Terre;| Botte;40;01;13;2021;02;51;35;;77545 kamas/u.;49 999;;;;;
Kwakobottes du Vent;| Botte;40;01;13;2021;02;51;39;;12509 kamas/u.;45 000;50 000;50 000;50 000;;
Bottes Volatiles;| Botte;41;01;13;2021;02;51;43;;19583 kamas/u.;17 999;18 999;19 999;20 000;;
Esprit de Crocoburio;| Botte;42;01;13;2021;02;51;47;;14165 kamas/u.;13 333;14 900;14 900;14 900;14 900;14 900;14 999;15 000;30 000;35 000;36 000;36 500;39 000;45 000;45 000;48 000;48 999;49 000;49 000;49 000;53 000;55 000;60 000;60 000;60 000;60 000;
Abrabottes;| Botte;45;01;13;2021;02;51;56;;20602 kamas/u.;20 000;20 999;21 000;21 000;21 000;21 000;21 000;21 000;22 222;22 222;25 000;28 998;29 999;29 999;29 999;29 999;29 999;33 333;37 999;37 999;38 999;38 999;38 999;40 000;40 000;40 000;40 000;40 000;40 000;
Corbottes;| Botte;45;01;13;2021;02;52;06;;7459 kamas/u.;7 500;9 000;9 000;9 000;9 000;9 000;9 000;9 000;9 000;9 000;9 000;9 000;9 000;9 000;9 000;9 000;9 999;10 000;10 000;10 000;10 500;18 000;18 000;50 000;55 000;60 000;
Bottes du Craqueleur;| Botte;47;01;13;2021;02;52;14;;2498 kamas/u.;2 499;2 500;2 999;2999;2999;3 000;3 000;5 000;3 000;5 000;10 000;
Bottes d'Apprentissage;| Botte;50;01;13;2021;02;52;19;;164585 kamas/u.;100 000;100 000;125 000;130 000;135 000;135 000;135 000;135 000;135 000;136 000;136 000;136 000;140 000;140 000;140 000;150 000;152 999;152 999;152 999;165 000;168 999;168 999;168 999;168 999;168 999;168 999;168 999;168 999;168 999;168 999;168 999;168 999;168 999;168 999;169 500;169 500;169 500;169 500;170 000;170 000;170 000;170 000;170 000;170 000;179 999;179 999;179 999;180 000;180 000;180 000;180 000;180 000;180 000;199 999;199 999;199 999;199 999;199 999;199 999;199 999;199 999;199 999;199 999;199 999;199 999;200 000;200 000;200 000;200 000;200 000;200 000;200 000;211 111;215 000;215 000;220 000;220 000;220 000;230 000;230 000;235 000;285 000;304 500;285 000;304 500;305 000;
Bloptes Griottes;| Botte;50;01;13;2021;02;52;40;;100328 kamas/u.;175 000;180 000;200 000;211 111;211111;211111;211 111;211111;211111;211 111;211111;211111;339 999;350 000;350 000;400 000;599 999;400 000;599 999;599 999;
Bloptes Reinette;| Botte;50;01;13;2021;02;52;47;;57001 kamas/u.;120 000;14 999 012;;;;
Bloptes Indigo;| Botte;50;01;13;2021;02;52;50;;77686 kamas/u.;50 000;55 000;55 000;57 500;57 500;58 888;59 999;60 000;65 000;80 000;86 666;86 666;250 000;17 999 012;
