;;;01;19;2021;14;52;05;;;;;
;;;01;19;2021;14;52;10;;;;;
;;;01;19;2021;14;52;14;;;;;
wa kou;;;01;19;2021;14;52;19;;;;;
;;;01;19;2021;14;52;23;;;;;
PIVl UC Vasot;;;01;19;2021;14;52;27;;;;;
;;;01;19;2021;14;52;31;;;;;
nT eerie lamellae;;;01;19;2021;14;52;35;;;;;
;;;01;19;2021;14;52;40;;;;;
fli Yi;;;01;19;2021;14;52;44;;;;;
;;;01;19;2021;14;52;48;;;;;
Options avancées >;;;01;19;2021;14;52;52;;;;;
;;;01;19;2021;14;53;00;;;;;
;;;01;19;2021;14;53;04;;;;;
;;;01;19;2021;14;53;08;;;;;
wa kou;;;01;19;2021;14;53;13;;;;;
;;;01;19;2021;14;53;17;;;;;
PIVl UC Vasot;;;01;19;2021;14;53;21;;;;;
;;;01;19;2021;14;53;25;;;;;
nT eerie lamellae;;;01;19;2021;14;53;29;;;;;
;;;01;19;2021;14;53;33;;;;;
fli Yi;;;01;19;2021;14;53;38;;;;;
;;;01;19;2021;14;53;42;;;;;
Options avancées >;;;01;19;2021;14;53;46;;;;;
;;;01;19;2021;14;53;54;;;;;
;;;01;19;2021;14;53;59;;;;;
;;;01;19;2021;14;54;03;;;;;
wa kou;;;01;19;2021;14;54;08;;;;;
;;;01;19;2021;14;54;12;;;;;
PIVl UC Vasot;;;01;19;2021;14;54;16;;;;;
;;;01;19;2021;14;54;20;;;;;
nT eerie lamellae;;;01;19;2021;14;54;24;;;;;
;;;01;19;2021;14;54;28;;;;;
fli Yi;;;01;19;2021;14;54;33;;;;;
;;;01;19;2021;14;54;37;;;;;
Options avancées >;;;01;19;2021;14;54;41;;;;;
;;;01;19;2021;14;54;49;;;;;
;;;01;19;2021;14;54;53;;;;;
;;;01;19;2021;14;54;57;;;;;
wa kou;;;01;19;2021;14;55;02;;;;;
;;;01;19;2021;14;55;06;;;;;
PIVl UC Vasot;;;01;19;2021;14;55;10;;;;;
;;;01;19;2021;14;55;14;;;;;
nT eerie lamellae;;;01;19;2021;14;55;18;;;;;
;;;01;19;2021;14;55;22;;;;;
fli Yi;;;01;19;2021;14;55;26;;;;;
;;;01;19;2021;14;55;31;;;;;
Options avancées >;;;01;19;2021;14;55;35;;;;;
;;;01;19;2021;14;55;43;;;;;
;;;01;19;2021;14;55;47;;;;;
;;;01;19;2021;14;55;52;;;;;
wa kou;;;01;19;2021;14;55;57;;;;;
;;;01;19;2021;14;56;01;;;;;
PIVl UC Vasot;;;01;19;2021;14;56;05;;;;;
;;;01;19;2021;14;56;09;;;;;
nT eerie lamellae;;;01;19;2021;14;56;13;;;;;
;;;01;19;2021;14;56;17;;;;;
fli Yi;;;01;19;2021;14;56;21;;;;;
;;;01;19;2021;14;56;25;;;;;
Options avancées >;;;01;19;2021;14;56;29;;;;;
