Rune Ré Per Neutre;‘Rune de forgemagie;10;01;12;2021;09;53;01;;3179 kamas/u.;4 499;31 000;310 900
Rune Cha;‘Rune de forgemagie;10;01;12;2021;09;53;03;;78 kamas/u.;28;600;7 899
Rune Re Neutre;‘Rune de forgemagie;10;01;12;2021;09;53;06;;595 kamas/u.;;foes tehe;58 000
Rune Sa;‘Rune de forgemagie;10;01;12;2021;09;53;09;;29 kamas/u.;88;249;2 997
Rune Ré Feu;‘Rune de forgemagie;10;01;12;2021;09;53;12;;91 kamas/u.;109;1 695;5 000
Rune de chasse;‘Rune de forgemagie;10;01;12;2021;09;53;15;;356 kamas/u.;;Ce} }e;48 999
Rune Ré Per Feu;‘Rune de forgemagie;10;01;12;2021;09;53;18;;2407 kamas/u.;2 404;29 396;234 999
Rune Ine;‘Rune de forgemagie;10;01;12;2021;09;53;21;;61 kamas/u.;90;696;6 197
Rune Ré Air;‘Rune de forgemagie;10;01;12;2021;09;53;23;;15 kamas/u.;10;583;2 700
Rune Ré Per Air;‘Rune de forgemagie;10;01;12;2021;09;53;27;;1312 kamas/u.;1 899;13 499;127 999
Rune Vi;‘Rune de forgemagie;10;01;12;2021;09;53;30;;125 kamas/u.;120;998;14 795
Rune Ré Per Eau;‘Rune de forgemagie;10;01;12;2021;09;53;32;;1073 kamas/u.;1 000;9 999;107 590
Rune Re Eau;‘Rune de forgemagie;10;01;12;2021;09;53;36;;508 kamas/u.;700;4 500;40 000
Rune Fo;‘Rune de forgemagie;10;01;12;2021;09;53;38;;34 kamas/u.;50;369;3 499
Rune Ini;‘Rune de forgemagie;10;01;12;2021;09;53;41;;99 kamas/u.;50;999;9 999
Rune Ré Per Terre;‘Rune de forgemagie;10;01;12;2021;09;53;44;;782 kamas/u.;800;8 000;77 935
Rune Age;‘Rune de forgemagie;10;01;12;2021;09;53;47;;59 kamas/u.;3);450;5 984
Rune Ré Terre;‘Rune de forgemagie;10;01;12;2021;09;53;49;;96 kamas/u.;110;1599;8 998
Rune Prospe;‘Rune de forgemagie;10;01;12;2021;09;53;53;;1604 kamas/u.;2 399;21 997;139 999
Rune Po;‘Rune de forgemagie;20;01;12;2021;09;53;55;;11872 kamas/u.;13 347;113 997;1 240 000
Rune Invo;‘Rune de forgemagie;20;01;12;2021;09;53;58;;669 kamas/u.;a};8 997;76 999
Rune Pi Per;‘Rune de forgemagie;20;01;12;2021;09;54;01;;299 kamas/u.;365;5 998;55 455
Rune So;‘Rune de forgemagie;20;01;12;2021;09;54;04;;8157 kamas/u.;8 140;80 000;813 868
Rune Pod;‘Rune de forgemagie;20;01;12;2021;09;54;07;;25 kamas/u.;re;140;2 798
Rune Pa Vi;‘Rune de forgemagie;20;01;12;2021;09;54;10;;1723 kamas/u.;1 200;23 895;171 998
Rune Do;‘Rune de forgemagie;20;01;12;2021;09;54;13;;531 kamas/u.;590;6 799;55 000
Rune Pa Pi;‘Rune de forgemagie;20;01;12;2021;09;54;15;;12768 kamas/u.;20 000;;
Rune Pa Age;‘Rune de forgemagie;20;01;12;2021;09;54;19;;310 kamas/u.;350;3 998;30 999
Rune Pa Ini;‘Rune de forgemagie;20;01;12;2021;09;54;21;;3241 kamas/u.;4 000;37 999;320 998
Rune Do Per;‘Rune de forgemagie;20;01;12;2021;09;54;24;;104 kamas/u.;99;1 997;9 939
Rune Pa Prospe;‘Rune de forgemagie;20;01;12;2021;09;54;27;;10945 kamas/u.;12 900;107 973;1 050 000
Rune Pa Fo;‘Rune de forgemagie;20;01;12;2021;09;54;30;;260 kamas/u.;199;2 811;25 000
Rune Pa Cha;‘Rune de forgemagie;20;01;12;2021;09;54;33;;534 kamas/u.;550;5 998;52 999
Rune Pa Sa;‘Rune de forgemagie;20;01;12;2021;09;54;36;;2388 kamas/u.;2 200;27 997;229 999
Rune Pa Ine;‘Rune de forgemagie;20;01;12;2021;09;54;38;;517 kamas/u.;600;7 499;51 739
Rune Do Ren;‘Rune de forgemagie;20;01;12;2021;09;54;41;;2850 kamas/u.;2 689;28 199;239 000
Rune Pi;‘Rune de forgemagie;20;01;12;2021;09;54;44;;3895 kamas/u.;5 995;48 888;399 999
Rune Cri;‘Rune de forgemagie;20;01;12;2021;09;54;47;;3816 kamas/u.;3 999;38 990;389 997
Rune Pa Pi Per;‘Rune de forgemagie;20;01;12;2021;09;54;50;;3929 kamas/u.;3 999;30 000;599 999
Rune Ra Sa;‘Rune de forgemagie;30;01;12;2021;09;54;53;;31783 kamas/u.;31 899;319 000;3 999 998
Rune Pa Pod;‘Rune de forgemagie;30;01;12;2021;09;54;56;;43 kamas/u.;99;1 329;3 099
Rune Ra Ine;‘Rune de forgemagie;30;01;12;2021;09;54;58;;9649 kamas/u.;14 967;114 000;899 999
Rune Pa Pod;‘Rune de forgemagie;30;01;12;2021;09;55;02;;43 kamas/u.;99;1 329;3 099
Rune Ra Ine;‘Rune de forgemagie;30;01;12;2021;09;55;04;;9649 kamas/u.;14 967;114 000;899 999
Rune Pa Do Per;‘Rune de forgemagie;30;01;12;2021;09;55;07;;6679 kamas/u.;6 999;49 969;489 000
Rune Ra Pod;‘Rune de forgemagie;30;01;12;2021;09;55;10;;2454 kamas/u.;2 350;15 000;199 999
Rune Ra Age;‘Rune de forgemagie;30;01;12;2021;09;55;13;;1248 kamas/u.;2 800;14 990;119 998
Rune Ra Ini;‘Rune de forgemagie;30;01;12;2021;09;55;16;;75579 kamas/u.;68 797;675 997;6 999 998
Rune Ra Cha;‘Rune de forgemagie;30;01;12;2021;09;55;18;;8767 kamas/u.;8 949;87 697;990 000
Rune Ra Vi;‘Rune de forgemagie;30;01;12;2021;09;55;21;;27789 kamas/u.;34 998;272 998;2 769 999
Rune Ra Do Per;‘Rune de forgemagie;30;01;12;2021;09;55;24;;41869 kamas/u.;99 355;;
Rune Ra Fo;‘Rune de forgemagie;30;01;12;2021;09;55;26;;9267 kamas/u.;sachet;94 491;938 887
Rune Ga Pme;‘Rune de forgemagie;50;01;12;2021;09;55;29;;199120 kamas/u.;199 994;1 989 993;22 999 999
Rune Ga Pa;‘Rune de forgemagie;50;01;12;2021;09;55;32;;594718 kamas/u.;589 000;5 900 000;63 999 998
