;;;01;19;2021;16;10;31;;;;;
;;;01;19;2021;16;10;35;;;;;
;;;01;19;2021;16;10;40;;;;;
wa kou;;;01;19;2021;16;10;45;;;;;
;;;01;19;2021;16;10;50;;;;;
PIVl UC Vasot;;;01;19;2021;16;10;54;;;;;
;;;01;19;2021;16;10;59;;;;;
nT eerie lamellae;;;01;19;2021;16;11;03;;;;;
;;;01;19;2021;16;11;08;;;;;
fli Yi;;;01;19;2021;16;11;12;;;;;
;;;01;19;2021;16;11;16;;;;;
Options avancées >;;;01;19;2021;16;11;21;;;;;
;;;01;19;2021;16;11;29;;;;;
;;;01;19;2021;16;11;34;;;;;
;;;01;19;2021;16;11;38;;;;;
wa kou;;;01;19;2021;16;11;44;;;;;
;;;01;19;2021;16;11;48;;;;;
PIVl UC Vasot;;;01;19;2021;16;11;53;;;;;
;;;01;19;2021;16;11;58;;;;;
nT eerie lamellae;;;01;19;2021;16;12;03;;;;;
;;;01;19;2021;16;12;08;;;;;
fli Yi;;;01;19;2021;16;12;12;;;;;
;;;01;19;2021;16;12;17;;;;;
Options avancées >;;;01;19;2021;16;12;21;;;;;
;;;01;19;2021;16;12;30;;;;;
;;;01;19;2021;16;12;35;;;;;
;;;01;19;2021;16;12;39;;;;;
wa kou;;;01;19;2021;16;12;44;;;;;
;;;01;19;2021;16;12;49;;;;;
PIVl UC Vasot;;;01;19;2021;16;12;53;;;;;
;;;01;19;2021;16;12;57;;;;;
nT eerie lamellae;;;01;19;2021;16;13;02;;;;;
;;;01;19;2021;16;13;06;;;;;
fli Yi;;;01;19;2021;16;13;10;;;;;
;;;01;19;2021;16;13;15;;;;;
Options avancées >;;;01;19;2021;16;13;19;;;;;
;;;01;19;2021;16;13;28;;;;;
;;;01;19;2021;16;13;32;;;;;
;;;01;19;2021;16;13;36;;;;;
wa kou;;;01;19;2021;16;13;42;;;;;
;;;01;19;2021;16;13;46;;;;;
PIVl UC Vasot;;;01;19;2021;16;13;50;;;;;
;;;01;19;2021;16;13;55;;;;;
nT eerie lamellae;;;01;19;2021;16;14;00;;;;;
;;;01;19;2021;16;14;05;;;;;
fli Yi;;;01;19;2021;16;14;09;;;;;
;;;01;19;2021;16;14;14;;;;;
Options avancées >;;;01;19;2021;16;14;18;;;;;
;;;01;19;2021;16;14;27;;;;;
;;;01;19;2021;16;14;32;;;;;
;;;01;19;2021;16;14;37;;;;;
wa kou;;;01;19;2021;16;14;42;;;;;
;;;01;19;2021;16;14;47;;;;;
PIVl UC Vasot;;;01;19;2021;16;14;51;;;;;
;;;01;19;2021;16;14;55;;;;;
nT eerie lamellae;;;01;19;2021;16;15;00;;;;;
;;;01;19;2021;16;15;05;;;;;
fli Yi;;;01;19;2021;16;15;09;;;;;
;;;01;19;2021;16;15;15;;;;;
Options avancées >;;;01;19;2021;16;15;20;;;;;
