Ailes cassées;Aile;;01;17;2021;12;02;50;;11 kamas/u.;;;
Ailes de Moskito;Aile;2;01;17;2021;12;02;54;;3338 kamas/u.;499 998;33 000;346 884
Aile du Tofu Maléfique;Aile;3;01;17;2021;12;02;58;;3155 kamas/u.;2 999;29 999;332 499
Ailes de Moskito;Aile;2;01;17;2021;12;03;03;;3338 kamas/u.;499 998;33 000;346 884
Aile du Tofu Maléfique;Aile;3;01;17;2021;12;03;06;;3155 kamas/u.;2 999;29 999;332 499
Aile de Dragodinde Rousse Sauvage;Aile;29;01;17;2021;12;03;10;;347 kamas/u.;199;6 799;32 999
Aile de Dragodinde;Aile;29;01;17;2021;12;03;14;;370 kamas/u.;399;3 899;28 999
Ailes de Scarafeuille rouge;Aile;32;01;17;2021;12;03;18;;1217 kamas/u.;498;19 500;99 198
Ailes de Scarafeuille vert;Aile;32;01;17;2021;12;03;22;;455 kamas/u.;799;;49 996
Ailes de Scarafeuille bleu;Aile;32;01;17;2021;12;03;25;;1366 kamas/u.;494;13 800;135 000
Ailes du Scarafeuille Noir;Aile;40;01;17;2021;12;03;29;;546 kamas/u.;569;5 694;56 978
Ailes du Scarafeuille Noir;Aile;40;01;17;2021;12;03;32;;546 kamas/u.;569;5 694;56 978
Ailes du Scarabosse Dore;Aile;70;01;17;2021;12;03;36;;40493 kamas/u.;42 999;405 067;
_Aile de Dragoeuf Volant;Aile;80;01;17;2021;12;03;40;;1382 kamas/u.;1 000;10 000;100 000
Aile du Bitouf des plaines;Aile;80;01;17;2021;12;03;44;;90 kamas/u.;50;1196;6 000
Carapace de Scaratos;Carapace;;01;17;2021;12;03;52;;698 kamas/u.;;6 500;64 499
Carapace vide de Crabe;Carapace;4;01;17;2021;12;03;56;;953 kamas/u.;900;12 000;
Carapace Jaune Vide;Carapace;24;01;17;2021;12;04;00;;1153 kamas/u.;;9 500;99 950
Carapace vide de Crabe;Carapace;4;01;17;2021;12;04;05;;953 kamas/u.;900;12 000;
Carapace Jaune Vide;Carapace;24;01;17;2021;12;04;09;;1153 kamas/u.;;9 500;99 950
Carapace Bleue Vide;Carapace;24;01;17;2021;12;04;12;;846 kamas/u.;;9 500;99 949
Carapace Rouge Vide;Carapace;24;01;17;2021;12;04;17;;1083 kamas/u.;;9 500;99 949
Carapace Verte Vide;Carapace;24;01;17;2021;12;04;21;;1028 kamas/u.;938;7 300;99 449
Carapace de Scarafeuille Vert;Carapace;32;01;17;2021;12;04;24;;41 kamas/u.;35;298;6 999
Carapace de Scarafeuille Blanc;Carapace;32;01;17;2021;12;04;28;;496 kamas/u.;1199;9999;119 997
Carapace de Scarafeuille Rouge;Carapace;32;01;17;2021;12;04;32;;1711 kamas/u.;2 990;19 998;175 554
Carapace de Scarafeuille Rouge;Carapace;32;01;17;2021;12;04;36;;1711 kamas/u.;2 990;19 998;175 554
Carapace de Scorbute;Carapace;36;01;17;2021;12;04;39;;2869 kamas/u.;2 998;25 555;278 999
Carapace de Scarafeuille Noir;Carapace;40;01;17;2021;12;04;43;;3842 kamas/u.;3 999;44 990;399 999
Carapace du Scarabosse Doré;Carapace;70;01;17;2021;12;04;47;;18673 kamas/u.;PAH =}°) 5};229 999;
Coquille de Dragoss Dore;Coquille;50;01;17;2021;12;04;55;;1113 kamas/u.;690;8 498;79 999
Coquille de Dragoss Noir;Coquille;50;01;17;2021;12;04;59;;1308 kamas/u.;498;8 000;
Coquille de Dragoss Blanc;Coquille;50;01;17;2021;12;05;03;;1051 kamas/u.;sys al;5555;99 999
Coquille de Dragoss de Saphir;Coquille;50;01;17;2021;12;05;08;;1192 kamas/u.;899;9 900;40 000
Coquille de Dragoeuf Noir;Coquille;64;01;17;2021;12;05;11;;7430 kamas/u.;6 500;87 499;899 999
Coquille de Dragoeuf Blanc;Coquille;64;01;17;2021;12;05;15;;243 kamas/u.;200;2 699;24 999
Coquille de Dragoeuf Blanc;Coquille;64;01;17;2021;12;05;19;;243 kamas/u.;200;2 699;24 999
Coquille de Dragoeuf Doré;Coquille;64;01;17;2021;12;05;23;;2161 kamas/u.;1 800;15 887;299 999
Coquille de Dragoeuf Saphir;Coquille;64;01;17;2021;12;05;26;;2679 kamas/u.;2 499;28 500;299 999
Protection de la Dragueuse;Coquille;70;01;17;2021;12;05;30;;2051 kamas/u.;er);9 000;
Fragment de Coquille d'Aerohouctor le Gue...;Coquille;80;01;17;2021;12;05;34;;23798 kamas/Uu.;19 998;234 197;3 999 999
Coco du Bitouf des plaines;Coquille;80;01;17;2021;12;05;38;;4265 kamas/u.;2 000;89 999;
Fragment de Coquille d'Aquabralak le Guet..;Coquille;80;01;17;2021;12;05;41;;19205 kamas/u.;be ee!;224 000;
