Lingot d'Or;‘Alliage;10;01;13;2021;04;29;10;;2609 kamas/u.;2 895;29 989;280 000
Aluminite;‘Alliage;10;01;13;2021;04;29;12;;110 kamas/u.;99;2 200;8 894
Ebonite;‘Alliage;20;01;13;2021;04;29;15;;4413 kamas/u.;5 999;50 000;444 000
Magnésite;‘Alliage;30;01;13;2021;04;29;18;;1094 kamas/u.;2 998;15 000;111 996
Bakelélite;‘Alliage;40;01;13;2021;04;29;21;;395 kamas/u.;739;4 994;30 000
Kouartz;‘Alliage;60;01;13;2021;04;29;24;;3196 kamas/u.;4 499;40 000;339 000
Kriptonite;‘Alliage;80;01;13;2021;04;29;26;;576 kamas/u.;500;7995;60 000
Kobalite;‘Alliage;100;01;13;2021;04;29;29;;7497 kamas/u.;9 442;74 998;849 999
Rutile;‘Alliage;100;01;13;2021;04;29;32;;99890 kamas/u.;107 996;999 989;
Pyrute;‘Alliage;100;01;13;2021;04;29;34;;133144 kamas/u.;142 995;1 497 997;
Pyrute;‘Alliage;100;01;13;2021;04;29;37;;133144 kamas/u.;142 995;1 497 997;
Pyrute;‘Alliage;100;01;13;2021;04;29;39;;133144 kamas/u.;142 995;1 497 997;
Fer;Minerai;1;01;13;2021;04;29;44;;93 kamas/u.;hey;150 000;9 350
Charbon;Minerai;1;01;13;2021;04;29;47;;778 kamas/u.;750;9 500;60 000
Cuivre;Minerai;10;01;13;2021;04;29;50;;309 kamas/u.;398;4 000;30 500
Charbon;Minerai;1;01;13;2021;04;29;53;;778 kamas/u.;750;9 500;60 000
Cuivre;Minerai;10;01;13;2021;04;29;56;;309 kamas/u.;398;4 000;30 500
Bronze;Minerai;20;01;13;2021;04;29;58;;44 kamas/u.;90 000;1 997;4 350
Minerai Etrange;Minerai;24;01;13;2021;04;30;01;;185 kamas/u.;39;849;8 840
Kobalte;Minerai;30;01;13;2021;04;30;04;;1737 kamas/u.;1 348;19 900;173 999
Manganese;Minerai;40;01;13;2021;04;30;07;;5836 kamas/u.;7 700;67 895;553 499
Etain;Minerai;50;01;13;2021;04;30;09;;99 kamas/u.;1 200;6 999;9 900
Argent;Minerai;60;01;13;2021;04;30;12;;222 kamas/u.;229;3 998;21 898
Silicate;Minerai;70;01;13;2021;04;30;15;;239 kamas/u.;;Ce} }e;25 995
Bauxite;Minerai;70;01;13;2021;04;30;17;;202 kamas/u.;377;2 500;17 899
Or;Minerai;80;01;13;2021;04;30;20;;371 kamas/u.;;;2 885
Dolomite;Minerai;80;01;13;2021;04;30;23;;4055 kamas/u.;8 631;;
Pierre a Aiguiser;| Pierre brute;1;01;13;2021;04;30;28;;1710 kamas/u.;2 399;19 999;195 000
Piece du Puzzle de la Griffe;| Pierre brute;12;01;13;2021;04;30;30;;76 kamas/u.;;1010;6 899
Nacre brute;| Pierre brute;20;01;13;2021;04;30;33;;3298 kamas/u.;3 300;34 000;377 997
Silex;| Pierre brute;22;01;13;2021;04;30;36;;7 kamas/u.;;48;340
Pierre de Cristal;| Pierre brute;30;01;13;2021;04;30;39;;482 kamas/u.;379;7 500;78 997
Pierre de Saphir;| Pierre brute;30;01;13;2021;04;30;42;;509 kamas/u.;480;4 400;49 000
Pierre de Diamant;| Pierre brute;30;01;13;2021;04;30;45;;11031 kamas/u.;9 999;96 999;998 000
Pierre de Granit;| Pierre brute;30;01;13;2021;04;30;48;;209 kamas/u.;199;1 500;4 998
Pierre de Rubis;| Pierre brute;30;01;13;2021;04;30;50;;1324 kamas/u.;1111;10 500;129 000
Pierre d'Emeraude;| Pierre brute;30;01;13;2021;04;30;53;;403 kamas/u.;399;4 200;39 000
Pierre du Craqueleur;| Pierre brute;31;01;13;2021;04;30;56;;1534 kamas/u.;1 300;17 997;157 999
Corail Passaoh;| Pierre brute;40;01;13;2021;04;30;59;;846 kamas/u.;699;4 997;
Corail Morito;| Pierre brute;40;01;13;2021;04;31;02;;1624 kamas/u.;ns;4 000;
Corail Kouracao;| Pierre brute;40;01;13;2021;04;31;05;;39300 kamas/u.;35 000;389 998;3 999 999
Corail use;| Pierre brute;40;01;13;2021;04;31;07;;637 kamas/u.;597;9 900;99 999
Corail Malibout;| Pierre brute;40;01;13;2021;04;31;11;;1118 kamas/u.;995;9 900;
Fragment de Pierre Polie;| Pierre brute;45;01;13;2021;04;31;13;;232 kamas/u.;149;1 400;23 992
Méga Pierre du Craqueleur;| Pierre brute;45;01;13;2021;04;31;16;;4414 kamas/u.;5 999;105 998;850 000
Fragment de Pierre Pointue;| Pierre brute;45;01;13;2021;04;31;19;;435 kamas/u.;489;4 999;49 998
Coeur de Craqueleur;| Pierre brute;45;01;13;2021;04;31;22;;333 kamas/u.;100;1 300;39 988
Pierre d'Aigue-Marine;| Pierre brute;60;01;13;2021;04;31;24;;245 kamas/u.;shy);1 800;9 997
Pierre de Topaze;| Pierre brute;70;01;13;2021;04;31;28;;1388 kamas/u.;5 000;49 999;459 999
Pierre d'Agathe;| Pierre brute;80;01;13;2021;04;31;30;;1204 kamas/u.;a ehe}s};14 800;
Boule polie;| Pierre brute;80;01;13;2021;04;31;33;;4514 kamas/u.;Cees;64 000;
Coeur de pierre poli;| Pierre brute;80;01;13;2021;04;31;36;;41400 kamas/u.;43 990;423 995;4 800 000
Pierre du Koulosse;| Pierre brute;100;01;13;2021;04;31;39;;157577 kamas/u.;149 100;;
Pierre d'Aqualikros I'Impitoyable;| Pierre brute;100;01;13;2021;04;31;42;;21250 kamas/u.;31 900;349 499;4 999 999
Pierre de Terraburkal le Perfide;| Pierre brute;100;01;13;2021;04;31;44;;25596 kamas/u.;20 898;219 998;5 555 555
Méga Pierre du Craqueleur Légendaire;| Pierre brute;100;01;13;2021;04;31;47;;36081 kamas/u.;55 111;360 000;
Pierre d'Aerotrugobur le Malveillant;| Pierre brute;100;01;13;2021;04;31;50;;27792 kamas/u.;19 990;239 999;3 000 000
Pierre d'Ignerkocropos I'Affameé;| Pierre brute;100;01;13;2021;04;31;52;;23598 kamas/u.;19 000;224 000;3 000 000
Pierre du Craqueleur Légendaire;| Pierre brute;120;01;13;2021;04;31;55;;3476 kamas/u.;2 400;34 000;344 999
Corail Magistral;| Pierre brute;150;01;13;2021;04;31;58;;8073 kamas/u.;7 996;66 999;
Rune de I'Alchimiste;| Pierre magique;1;01;13;2021;04;32;04;;17665 kamas/u.;er ee};;
Rune du Poissonnier;| Pierre magique;1;01;13;2021;04;32;07;;26329 kamas/u.;34 486;;
Rune du Sculptemage de Batons;| Pierre magique;1;01;13;2021;04;32;09;;31166 kamas/u.;44 999;;
Rune du Mineur;| Pierre magique;1;01;13;2021;04;32;13;;38147 kamas/u.;23 998;;
Rune du Forgeur de Marteaux;| Pierre magique;1;01;13;2021;04;32;15;;10770 kamas/u.;6 599;;
Rune du Sculptemage d'‘Arcs;| Pierre magique;1;01;13;2021;04;32;18;;49999 kamas/u.;39 997;;
Rune du Forgeur de Dagues;| Pierre magique;1;01;13;2021;04;32;22;;11732 kamas/u.;5 997;;
Rune du Forgemage de Haches;| Pierre magique;1;01;13;2021;04;32;24;;20106 kamas/u.;39 998;;
Rune du Forgeur d'Epées;| Pierre magique;1;01;13;2021;04;32;27;;13987 kamas/u.;34 988;;
Rune du Forgemage de Dagues;| Pierre magique;1;01;13;2021;04;32;30;;18999 kamas/u.;40 000;;
Rune du Chasseur;| Pierre magique;1;01;13;2021;04;32;33;;26542 kamas/u.;24 999;;1 700 000
Rune du Tailleur;| Pierre magique;1;01;13;2021;04;32;35;;21611 kamas/u.;18 999;;
Fragment Magique;| Pierre magique;1;01;13;2021;04;32;39;;2250 kamas/u.;3 100;;
Rune du Boulanger;| Pierre magique;1;01;13;2021;04;32;41;;21181 kamas/u.;23 994;;
Rune du Sculpteur de Baguettes;| Pierre magique;1;01;13;2021;04;32;44;;36064 kamas/u.;24 196;;
Rune de Costumage;| Pierre magique;1;01;13;2021;04;32;47;;30367 kamas/u.;29 996;;
Rune du Bijoutier;| Pierre magique;1;01;13;2021;04;32;50;;25770 kamas/u.;28 998;;
Rune du Cordomage;| Pierre magique;1;01;13;2021;04;32;53;;39241 kamas/u.;50 000;;
Rune du Paysan;| Pierre magique;1;01;13;2021;04;32;56;;30411 kamas/u.;36 988;;
Rune du Forgeur de Pelles;| Pierre magique;1;01;13;2021;04;32;59;;23036 kamas/u.;5 999;;
Rune du Sculptemage de Baguettes;| Pierre magique;1;01;13;2021;04;33;01;;49936 kamas/u.;50 000;;
Rune du Forgeur de Pelles;| Pierre magique;1;01;13;2021;04;33;05;;23036 kamas/u.;5 999;;
Rune du Sculptemage de Baguettes;| Pierre magique;1;01;13;2021;04;33;07;;49936 kamas/u.;50 000;;
Rune du Forgeur de Haches;| Pierre magique;1;01;13;2021;04;33;10;;29665 kamas/u.;26 999;;
Rune du Forgemage de Pelles;| Pierre magique;1;01;13;2021;04;33;13;;19161 kamas/u.;34 985;;
Rune du Forgemage de Marteaux;| Pierre magique;1;01;13;2021;04;33;16;;19446 kamas/u.;Prowl 3);;
Rune du Cordonnier;| Pierre magique;1;01;13;2021;04;33;19;;18482 kamas/u.;28 999;;
Rune du Forgemage d'Epées;| Pierre magique;1;01;13;2021;04;33;21;;16596 kamas/u.;35 000;;
Rune du Bdcheron;| Pierre magique;1;01;13;2021;04;33;24;;28013 kamas/u.;eae};;
Rune du Sculpteur de Batons;| Pierre magique;1;01;13;2021;04;33;27;;14795 kamas/u.;34 995;;
Rune du Boucher;| Pierre magique;1;01;13;2021;04;33;29;;15469 kamas/u.;13 894;;
Rune du Sculpteur d'Arcs;| Pierre magique;1;01;13;2021;04;33;32;;15571 kamas/u.;18 994;;
Rune de Joaillemage;| Pierre magique;1;01;13;2021;04;33;34;;31001 kamas/u.;50 000;;
Guildalogemme;Pierre précieuse;1;01;13;2021;04;33;41;;3971 kamas/u.;yao} V7);31 999;
Artefact Pandawushu Air;Pierre précieuse;1;01;13;2021;04;33;43;;239 kamas/u.;243;2 499;19 999
Artefact Pandawushu Feu;Pierre précieuse;1;01;13;2021;04;33;46;;71 kamas/u.;10;700;7 499
Artefact Pandawushu Eau;Pierre précieuse;1;01;13;2021;04;33;49;;223 kamas/u.;151;2 199;21 994
Rune de Signature;Pierre précieuse;1;01;13;2021;04;33;52;;718 kamas/u.;6 497;23 990;70 990
Artefact Pandawushu Terre;Pierre précieuse;1;01;13;2021;04;33;55;;69 kamas/u.;me;700;7 000
