;;;01;19;2021;16;16;44;;;;;
;;;01;19;2021;16;16;49;;;;;
;;;01;19;2021;16;16;54;;;;;
wa kou;;;01;19;2021;16;17;00;;;;;
;;;01;19;2021;16;17;05;;;;;
PIVl UC Vasot;;;01;19;2021;16;17;09;;;;;
;;;01;19;2021;16;17;14;;;;;
nT eerie lamellae;;;01;19;2021;16;17;18;;;;;
;;;01;19;2021;16;17;23;;;;;
fli Yi;;;01;19;2021;16;17;28;;;;;
;;;01;19;2021;16;17;32;;;;;
Options avancées >;;;01;19;2021;16;17;37;;;;;
;;;01;19;2021;16;17;45;;;;;
;;;01;19;2021;16;17;50;;;;;
;;;01;19;2021;16;17;54;;;;;
;;;01;19;2021;16;18;02;;;;;
;;;01;19;2021;16;18;07;;;;;
PIVl UC Vasot;;;01;19;2021;16;18;12;;;;;
;;;01;19;2021;16;18;16;;;;;
nT eerie lamellae;;;01;19;2021;16;18;20;;;;;
;;;01;19;2021;16;18;24;;;;;
fli Yi;;;01;19;2021;16;18;28;;;;;
;;;01;19;2021;16;18;32;;;;;
Options avancées >;;;01;19;2021;16;18;36;;;;;
;;;01;19;2021;16;18;44;;;;;
;;;01;19;2021;16;18;48;;;;;
;;;01;19;2021;16;18;52;;;;;
wa kou;;;01;19;2021;16;18;58;;;;;
;;;01;19;2021;16;19;02;;;;;
PIVl UC Vasot;;;01;19;2021;16;19;06;;;;;
;;;01;19;2021;16;19;10;;;;;
nT eerie lamellae;;;01;19;2021;16;19;14;;;;;
;;;01;19;2021;16;19;18;;;;;
fli Yi;;;01;19;2021;16;19;21;;;;;
;;;01;19;2021;16;19;26;;;;;
Options avancées >;;;01;19;2021;16;19;29;;;;;
;;;01;19;2021;16;19;38;;;;;
;;;01;19;2021;16;19;42;;;;;
;;;01;19;2021;16;19;46;;;;;
wa kou;;;01;19;2021;16;19;51;;;;;
;;;01;19;2021;16;19;55;;;;;
PIVl UC Vasot;;;01;19;2021;16;19;59;;;;;
;;;01;19;2021;16;20;03;;;;;
nT eerie lamellae;;;01;19;2021;16;20;07;;;;;
;;;01;19;2021;16;20;11;;;;;
fli Yi;;;01;19;2021;16;20;15;;;;;
;;;01;19;2021;16;20;19;;;;;
Options avancées >;;;01;19;2021;16;20;23;;;;;
;;;01;19;2021;16;20;31;;;;;
;;;01;19;2021;16;20;36;;;;;
;;;01;19;2021;16;20;40;;;;;
wa kou;;;01;19;2021;16;20;45;;;;;
;;;01;19;2021;16;20;49;;;;;
PIVl UC Vasot;;;01;19;2021;16;20;53;;;;;
;;;01;19;2021;16;20;57;;;;;
nT eerie lamellae;;;01;19;2021;16;21;01;;;;;
;;;01;19;2021;16;21;05;;;;;
fli Yi;;;01;19;2021;16;21;09;;;;;
;;;01;19;2021;16;21;13;;;;;
Options avancées >;;;01;19;2021;16;21;17;;;;;
