;;;01;19;2021;14;11;45;;;;;
;;;01;19;2021;14;11;49;;;;;
;;;01;19;2021;14;11;53;;;;;
wa kou;;;01;19;2021;14;11;57;;;;;
;;;01;19;2021;14;12;01;;;;;
PIVl UC Vasot;;;01;19;2021;14;12;05;;;;;
;;;01;19;2021;14;12;09;;;;;
nT eerie lamellae;;;01;19;2021;14;12;12;;;;;
;;;01;19;2021;14;12;16;;;;;
fli Yi;;;01;19;2021;14;12;20;;;;;
;;;01;19;2021;14;12;23;;;;;
Options avancées >;;;01;19;2021;14;12;27;;;;;
;;;01;19;2021;14;12;35;;;;;
;;;01;19;2021;14;12;39;;;;;
;;;01;19;2021;14;12;42;;;;;
wa kou;;;01;19;2021;14;12;47;;;;;
;;;01;19;2021;14;12;51;;;;;
PIVl UC Vasot;;;01;19;2021;14;12;54;;;;;
;;;01;19;2021;14;12;58;;;;;
nT eerie lamellae;;;01;19;2021;14;13;02;;;;;
;;;01;19;2021;14;13;05;;;;;
fli Yi;;;01;19;2021;14;13;09;;;;;
;;;01;19;2021;14;13;13;;;;;
Options avancées >;;;01;19;2021;14;13;16;;;;;
;;;01;19;2021;14;13;25;;;;;
;;;01;19;2021;14;13;28;;;;;
;;;01;19;2021;14;13;32;;;;;
wa kou;;;01;19;2021;14;13;37;;;;;
;;;01;19;2021;14;13;40;;;;;
PIVl UC Vasot;;;01;19;2021;14;13;44;;;;;
;;;01;19;2021;14;13;48;;;;;
nT eerie lamellae;;;01;19;2021;14;13;51;;;;;
;;;01;19;2021;14;13;55;;;;;
fli Yi;;;01;19;2021;14;13;59;;;;;
;;;01;19;2021;14;14;02;;;;;
Options avancées >;;;01;19;2021;14;14;06;;;;;
;;;01;19;2021;14;14;14;;;;;
;;;01;19;2021;14;14;18;;;;;
;;;01;19;2021;14;14;21;;;;;
wa kou;;;01;19;2021;14;14;26;;;;;
;;;01;19;2021;14;14;29;;;;;
PIVl UC Vasot;;;01;19;2021;14;14;33;;;;;
;;;01;19;2021;14;14;37;;;;;
nT eerie lamellae;;;01;19;2021;14;14;41;;;;;
;;;01;19;2021;14;14;44;;;;;
fli Yi;;;01;19;2021;14;14;48;;;;;
;;;01;19;2021;14;14;52;;;;;
Options avancées >;;;01;19;2021;14;14;55;;;;;
;;;01;19;2021;14;15;03;;;;;
;;;01;19;2021;14;15;07;;;;;
;;;01;19;2021;14;15;10;;;;;
wa kou;;;01;19;2021;14;15;15;;;;;
;;;01;19;2021;14;15;19;;;;;
PIVl UC Vasot;;;01;19;2021;14;15;22;;;;;
;;;01;19;2021;14;15;26;;;;;
nT eerie lamellae;;;01;19;2021;14;15;30;;;;;
;;;01;19;2021;14;15;33;;;;;
fli Yi;;;01;19;2021;14;15;37;;;;;
;;;01;19;2021;14;15;41;;;;;
Options avancées >;;;01;19;2021;14;15;44;;;;;
