Sertisseur;-Dague;1;01;13;2021;04;35;16;;1412 kamas/u.;1 499;;;;;
Tailladeuse de Baguette;-Dague;1;01;13;2021;04;35;20;;624 kamas/u.;2 000;;;;;
Tailladeuse de Baton;-Dague;1;01;13;2021;04;35;24;;357 kamas/u.;399;;;;;
Coupe Cuir;-Dague;1;01;13;2021;04;35;28;;3465 kamas/u.;2 000;;;;;
Tailladeuse d'Arc;-Dague;1;01;13;2021;04;35;31;;9920 kamas/u.;eho eho he);;;;;
Sertisseur du Joaillomage;-Dague;1;01;13;2021;04;35;35;;22920 kamas/u.;35 000;35 000;35 000;35 000;35 000;
Tailladeuse de Batons Magiques;-Dague;1;01;13;2021;04;35;39;;13763 kamas/u.;25 555;;;;;
Coupe Cuir du Cordomage;-Dague;1;01;13;2021;04;35;43;;23308 kamas/u.;21 999;;;;;
;-Dague;;01;13;2021;04;35;46;;531 kamas/u.;;;;;;
Grandes Dagues de Boisaille;-Dague;6;01;13;2021;04;35;50;;525 kamas/u.;500;;;;;
Dagues du Bandit;-Dague;12;01;13;2021;04;35;54;;2790 kamas/u.;2 000;2 500;2 698;2 699;3 000;
Grandes Dagues de Fouraille;-Dague;12;01;13;2021;04;35;58;;505 kamas/u.;500;;;;;
Puissantes Dagues de Fouraille;-Dague;13;01;13;2021;04;36;02;;1699 kamas/u.;1 500;;;;;
Dague de Bofyf;-Dague;17;01;13;2021;04;36;05;;O kamas/u.;5 000;;;;;
L'Ergot Mina;-Dague;20;01;13;2021;04;36;09;;20803 kamas/u.;40 000;;;;;
Dagues Sylvestres;-Dague;23;01;13;2021;04;36;13;;3246 kamas/u.;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;5 000;
Grandes Dagues Sylvestres;-Dague;25;01;13;2021;04;36;18;;24910 kamas/u.;4999;4 999;;;;
Queues de Chatons;-Dague;25;01;13;2021;04;36;22;;10177 kamas/u.;3 800;7 000;;;;
Bashers;-Dague;29;01;13;2021;04;36;26;;51631 kamas/u.;55 000;;;;;
