Petit Arc de Boisaille;| Arc;;01;11;2021;03;25;34;;511 kamas/u.;;;;;;
Arc de Netamebe;| Arc;28;01;11;2021;03;25;38;;O kamas/u.;15 000;;;;;
Arc en Racine d'Abraknyde;| Arc;;01;11;2021;03;25;41;;40908 kamas/u.;;;;;;
Arc du Xueluom;| Arc;30;01;11;2021;03;25;45;;25027 kamas/u.;21 000;21 500;22 000;22 500;23 000;23 000;24 500;25 027;
Abrarc;| Arc;39;01;11;2021;03;25;49;;O kamas/u.;16 999;;;;;
Arc Hidsad;| Arc;40;01;11;2021;03;25;53;;75540 kamas/u.;1 000;1 000;1 000;1 000;1 000;1 000;1 000;1 000;
Arc a Poulie Sciée;| Arc;41;01;11;2021;03;25;58;;55555 kamas/u.;60 000;;;;;
Arc de Itauly;| Arc;44;01;11;2021;03;26;01;;O kamas/u.;19 999;;;;;
Arc des Rivages;| Arc;46;01;11;2021;03;26;05;;9999 kamas/u.;10 000;15 000;20 500;22 000;24 750;22 000;24 750;25 000;
Arc de Amphemem;| Arc;49;01;11;2021;03;26;10;;O kamas/u.;30 000;;;;;
Arc de Boo;| Arc;50;01;11;2021;03;26;13;;1318 kamas/u.;800;800;1 299;;;
Arc de Elelo;| Arc;55;01;11;2021;03;26;17;;O kamas/u.;10 000;;;;;
Arc de Genolaze;| Arc;57;01;11;2021;03;26;21;;O kamas/u.;19 999;;;;;
Arc de Thelule;| Arc;59;01;11;2021;03;26;24;;O kamas/u.;30 000;;;;;
Arc du Koalak;| Arc;61;01;11;2021;03;26;28;;6713 kamas/u.;4 500;4 500;4 999;5 000;;
Arc du Icumaba;| Arc;69;01;11;2021;03;26;32;;50000 kamas/u.;50 000;;;;;
Arc Ko'Neun';| Arc;70;01;11;2021;03;26;35;;70000 kamas/u.;55 000;;;;;
Arc de Ekejuneh;| Arc;84;01;11;2021;03;26;39;;O kamas/u.;39 999;;;;;
Arc de Ufloruxe;| Arc;90;01;11;2021;03;26;43;;O kamas/u.;150 000;;;;;
Arc Anum;| Arc;96;01;11;2021;03;26;47;;199260 kamas/u.;200 000;;;;;
Arc Assin;| Arc;107;01;11;2021;03;26;50;;406175 kamas/u.;200 000;349 999;;;;
Arc du Lompur;| Arc;111;01;11;2021;03;26;54;;O kamas/u.;500 000;;;;;
Arc de Olalo;| Arc;114;01;11;2021;03;26;58;;170227 kamas/u.;500 000;;;;;
Arc de Vulevume;| Arc;114;01;11;2021;03;27;01;;O kamas/u.;100 000;;;;;
Arc de Misolet;| Arc;116;01;11;2021;03;27;06;;O kamas/u.;40 000;;;;;
Arc de Ohesato;| Arc;120;01;11;2021;03;27;09;;O kamas/u.;123 000;;;;;
Arc de Blabaul;| Arc;121;01;11;2021;03;27;13;;O kamas/u.;100 000;;;;;
Arc du Dragoeuf;| Arc;122;01;11;2021;03;27;17;;687616 kamas/u.;1 350 000;1 400 000;1 500 000;1 599 999;;
Jakchir Arc;| Arc;124;01;11;2021;03;27;20;;303580 kamas/u.;1 000 000;;;;;
Arc de Uheud;| Arc;125;01;11;2021;03;27;24;;252692 kamas/u.;201 212;;;;;
Jakchir Arc;| Arc;124;01;11;2021;03;27;28;;303580 kamas/u.;1 000 000;;;;;
Arc de Uheud;| Arc;125;01;11;2021;03;27;32;;252692 kamas/u.;201 212;;;;;
Arc de Afesifru;| Arc;129;01;11;2021;03;27;35;;300000 kamas/u.;400 000;;;;;
Arc Chtelion;| Arc;129;01;11;2021;03;27;39;;598878 kamas/u.;579 999;;;;;
Arc de Euteuvot;| Arc;129;01;11;2021;03;27;43;;239999 kamas/u.;239 999;;;;;
