;;;01;19;2021;15;16;41;;;;;
;;;01;19;2021;15;16;45;;;;;
;;;01;19;2021;15;16;49;;;;;
wa kou;;;01;19;2021;15;16;55;;;;;
;;;01;19;2021;15;16;59;;;;;
PIVl UC Vasot;;;01;19;2021;15;17;04;;;;;
;;;01;19;2021;15;17;08;;;;;
nT eerie lamellae;;;01;19;2021;15;17;13;;;;;
;;;01;19;2021;15;17;17;;;;;
fli Yi;;;01;19;2021;15;17;21;;;;;
;;;01;19;2021;15;17;25;;;;;
Options avancées >;;;01;19;2021;15;17;29;;;;;
;;;01;19;2021;15;17;38;;;;;
;;;01;19;2021;15;17;43;;;;;
;;;01;19;2021;15;17;49;;;;;
wa kou;;;01;19;2021;15;17;54;;;;;
;;;01;19;2021;15;17;59;;;;;
PIVl UC Vasot;;;01;19;2021;15;18;04;;;;;
;;;01;19;2021;15;18;08;;;;;
nT eerie lamellae;;;01;19;2021;15;18;13;;;;;
;;;01;19;2021;15;18;17;;;;;
fli Yi;;;01;19;2021;15;18;22;;;;;
;;;01;19;2021;15;18;26;;;;;
Options avancées >;;;01;19;2021;15;18;31;;;;;
;;;01;19;2021;15;18;40;;;;;
;;;01;19;2021;15;18;45;;;;;
;;;01;19;2021;15;18;50;;;;;
wa kou;;;01;19;2021;15;18;56;;;;;
;;;01;19;2021;15;19;00;;;;;
PIVl UC Vasot;;;01;19;2021;15;19;05;;;;;
;;;01;19;2021;15;19;09;;;;;
nT eerie lamellae;;;01;19;2021;15;19;14;;;;;
;;;01;19;2021;15;19;19;;;;;
fli Yi;;;01;19;2021;15;19;23;;;;;
;;;01;19;2021;15;19;27;;;;;
Options avancées >;;;01;19;2021;15;19;32;;;;;
;;;01;19;2021;15;19;41;;;;;
;;;01;19;2021;15;19;45;;;;;
;;;01;19;2021;15;19;50;;;;;
wa kou;;;01;19;2021;15;19;55;;;;;
;;;01;19;2021;15;19;59;;;;;
PIVl UC Vasot;;;01;19;2021;15;20;03;;;;;
;;;01;19;2021;15;20;08;;;;;
nT eerie lamellae;;;01;19;2021;15;20;12;;;;;
;;;01;19;2021;15;20;16;;;;;
fli Yi;;;01;19;2021;15;20;21;;;;;
;;;01;19;2021;15;20;25;;;;;
Options avancées >;;;01;19;2021;15;20;29;;;;;
;;;01;19;2021;15;20;38;;;;;
;;;01;19;2021;15;20;42;;;;;
;;;01;19;2021;15;20;46;;;;;
wa kou;;;01;19;2021;15;20;52;;;;;
;;;01;19;2021;15;20;56;;;;;
PIVl UC Vasot;;;01;19;2021;15;21;00;;;;;
;;;01;19;2021;15;21;05;;;;;
nT eerie lamellae;;;01;19;2021;15;21;09;;;;;
;;;01;19;2021;15;21;13;;;;;
fli Yi;;;01;19;2021;15;21;17;;;;;
;;;01;19;2021;15;21;22;;;;;
Options avancées >;;;01;19;2021;15;21;26;;;;;
