;;;01;19;2021;12;56;05;;;;;
;;;01;19;2021;12;56;09;;;;;
;;;01;19;2021;12;56;13;;;;;
wa kou;;;01;19;2021;12;56;18;;;;;
;;;01;19;2021;12;56;21;;;;;
PIVl UC Vasot;;;01;19;2021;12;56;25;;;;;
;;;01;19;2021;12;56;29;;;;;
nT eerie lamellae;;;01;19;2021;12;56;33;;;;;
;;;01;19;2021;12;56;36;;;;;
fli Yi;;;01;19;2021;12;56;40;;;;;
;;;01;19;2021;12;56;44;;;;;
Options avancées >;;;01;19;2021;12;56;47;;;;;
;;;01;19;2021;12;56;55;;;;;
;;;01;19;2021;12;56;59;;;;;
;;;01;19;2021;12;57;03;;;;;
wa kou;;;01;19;2021;12;57;07;;;;;
;;;01;19;2021;12;57;11;;;;;
PIVl UC Vasot;;;01;19;2021;12;57;15;;;;;
;;;01;19;2021;12;57;18;;;;;
nT eerie lamellae;;;01;19;2021;12;57;22;;;;;
;;;01;19;2021;12;57;26;;;;;
fli Yi;;;01;19;2021;12;57;29;;;;;
;;;01;19;2021;12;57;33;;;;;
Options avancées >;;;01;19;2021;12;57;37;;;;;
;;;01;19;2021;12;57;44;;;;;
;;;01;19;2021;12;57;48;;;;;
;;;01;19;2021;12;57;52;;;;;
wa kou;;;01;19;2021;12;57;57;;;;;
;;;01;19;2021;12;58;00;;;;;
PIVl UC Vasot;;;01;19;2021;12;58;04;;;;;
;;;01;19;2021;12;58;07;;;;;
nT eerie lamellae;;;01;19;2021;12;58;11;;;;;
;;;01;19;2021;12;58;15;;;;;
fli Yi;;;01;19;2021;12;58;18;;;;;
;;;01;19;2021;12;58;22;;;;;
Options avancées >;;;01;19;2021;12;58;26;;;;;
;;;01;19;2021;12;58;33;;;;;
;;;01;19;2021;12;58;37;;;;;
;;;01;19;2021;12;58;41;;;;;
wa kou;;;01;19;2021;12;58;45;;;;;
;;;01;19;2021;12;58;49;;;;;
PIVl UC Vasot;;;01;19;2021;12;58;53;;;;;
;;;01;19;2021;12;58;56;;;;;
nT eerie lamellae;;;01;19;2021;12;59;00;;;;;
;;;01;19;2021;12;59;04;;;;;
fli Yi;;;01;19;2021;12;59;08;;;;;
;;;01;19;2021;12;59;11;;;;;
Options avancées >;;;01;19;2021;12;59;15;;;;;
;;;01;19;2021;12;59;23;;;;;
;;;01;19;2021;12;59;26;;;;;
;;;01;19;2021;12;59;30;;;;;
wa kou;;;01;19;2021;12;59;35;;;;;
;;;01;19;2021;12;59;38;;;;;
PIVl UC Vasot;;;01;19;2021;12;59;42;;;;;
;;;01;19;2021;12;59;46;;;;;
nT eerie lamellae;;;01;19;2021;12;59;49;;;;;
;;;01;19;2021;12;59;53;;;;;
fli Yi;;;01;19;2021;12;59;56;;;;;
;;;01;19;2021;13;00;00;;;;;
Options avancées >;;;01;19;2021;13;00;04;;;;;
