Lingot d'Or;Alliage;10;01;18;2021;16;46;56;;3654 kamas/u.;2 889;;450 000
Aluminite;Alliage;10;01;18;2021;16;47;00;;96 kamas/u.;tet);897;9 999
Ebonite;Alliage;20;01;18;2021;16;47;04;;4475 kamas/u.;Ctl);44 900;440 000
Magnésite;Alliage;30;01;18;2021;16;47;08;;955 kamas/u.;870;8 899;98 450
Bakélélite;Alliage;40;01;18;2021;16;47;11;;329 kamas/u.;360;4995;39 998
_Kriptonite;Alliage;80;01;18;2021;16;47;14;;586 kamas/u.;899;6 000;60 995
Kobalite;Alliage;100;01;18;2021;16;47;18;;8533 kamas/u.;9 399;82 999;830 000
Rutile;Alliage;100;01;18;2021;16;47;21;;113457 kamas/u.;118 998;1 000 000;
Rutile;Alliage;100;01;18;2021;16;47;24;;113457 kamas/u.;118 998;1 000 000;
Pyrute;Alliage;100;01;18;2021;16;47;28;;138914 kamas/u.;139 885;1 339 995;
;Alliage;100;01;18;2021;16;47;31;;138914 kamas/u.;139 885;1 339 995;
;Alliage;100;01;18;2021;16;47;34;;138914 kamas/u.;139 885;1 339 995;
Fer;Minerai;1;01;18;2021;16;47;42;;120 kamas/u.;300;1 300;12 498
Charbon;Minerai;1;01;18;2021;16;47;46;;511 kamas/u.;848;4799;30 000
Cuivre;Minerai;10;01;18;2021;16;47;49;;289 kamas/u.;299;3795;20 000
Charbon;Minerai;1;01;18;2021;16;47;54;;511 kamas/u.;848;4799;30 000
Cuivre;Minerai;10;01;18;2021;16;47;57;;289 kamas/u.;299;3795;20 000
Bronze;Minerai;20;01;18;2021;16;48;01;;97 kamas/u.;;i} 7);9 790
Minerai Etrange;Minerai;24;01;18;2021;16;48;05;;185 kamas/u.;39;848;3 998
Kobalte;Minerai;30;01;18;2021;16;48;08;;1668 kamas/u.;1 600;;160 000
| Etain;Minerai;50;01;18;2021;16;48;11;;84 kamas/u.;1 200;;8 497
Argent;Minerai;60;01;18;2021;16;48;15;;237 kamas/u.;495;12 867;23 798
Silicate;Minerai;70;01;18;2021;16;48;18;;249 kamas/u.;300;;24 999
Silicate;Minerai;70;01;18;2021;16;48;21;;249 kamas/u.;300;;24 999
Bauxite;Minerai;70;01;18;2021;16;48;24;;197 kamas/u.;329;2 999;19 793
;Minerai;80;01;18;2021;16;48;28;;209 kamas/u.;749;3 999;20 996
Dolomite;Minerai;80;01;18;2021;16;48;31;;4952 kamas/u.;;wee;494 996
Pierre a Aiguiser;Pierre brute;1;01;18;2021;16;48;39;;1710 kamas/u.;2 399;35 999;195 000
Piece du Puzzle de la Griffe;Pierre brute;12;01;18;2021;16;48;43;;72 kamas/u.;;400;5 994
Nacre brute;Pierre brute;20;01;18;2021;16;48;47;;3237 kamas/u.;3 399;33 000;350 969
Silex;Pierre brute;22;01;18;2021;16;48;51;;10 kamas/u.;;Te;950
Pierre de Rubis;Pierre brute;30;01;18;2021;16;48;55;;785 kamas/u.;Ue;5 500;78 998
Pierre de Cristal;Pierre brute;30;01;18;2021;16;48;58;;345 kamas/u.;299;3 550;37 898
Pierre de Saphir;Pierre brute;30;01;18;2021;16;49;02;;376 kamas/u.;325;3 599;38 997
Pierre de Diamant;Pierre brute;30;01;18;2021;16;49;05;;10853 kamas/u.;10 900;113 000;1 188 000
Pierre de Granit;Pierre brute;30;01;18;2021;16;49;09;;85 kamas/u.;50;900;7 220
Pierre d'Emeraude;Pierre brute;30;01;18;2021;16;49;13;;362 kamas/u.;300;3 897;51 497
Pierre du Craqueleur;Pierre brute;31;01;18;2021;16;49;16;;2480 kamas/u.;2 399;31 899;248 887
Corail Passaoh;Pierre brute;40;01;18;2021;16;49;19;;772 kamas/u.;600;9999;
Corail Morito;Pierre brute;40;01;18;2021;16;49;23;;1384 kamas/u.;1100;9 997;
Corail Kouracao;Pierre brute;40;01;18;2021;16;49;26;;38439 kamas/u.;35 990;369 999;
Corail usé;Pierre brute;40;01;18;2021;16;49;30;;636 kamas/u.;299;9 898;95 000
Corail Malibout;Pierre brute;40;01;18;2021;16;49;34;;1118 kamas/u.;;9 999;
Fragment de Pierre Polie;Pierre brute;45;01;18;2021;16;49;37;;197 kamas/u.;69;500;14 998
Mega Pierre du Craqueleur;Pierre brute;45;01;18;2021;16;49;41;;4368 kamas/u.;2 849;35 999;848 988
Fragment de Pierre Pointue;Pierre brute;45;01;18;2021;16;49;45;;462 kamas/u.;299;49 996;49 910
Coeur de Craqueleur;Pierre brute;45;01;18;2021;16;49;48;;363 kamas/u.;99;990;37 998
Pierre d'Aigue-Marine;Pierre brute;60;01;18;2021;16;49;51;;160 kamas/u.;160;1598;17 800
Pierre de Topaze;Pierre brute;70;01;18;2021;16;49;55;;801 kamas/u.;yey;9 998;280 000
Pierre d'Agathe;Pierre brute;80;01;18;2021;16;49;58;;1008 kamas/u.;1 489;11 999;107 999
Boule polie;Pierre brute;80;01;18;2021;16;50;02;;4532 kamas/u.;Cm};63 900;
Coeur de pierre poli;Pierre brute;80;01;18;2021;16;50;06;;38728 kamas/u.;Cr ehh);469 999;
Pierre du Koulosse;Pierre brute;100;01;18;2021;16;50;09;;154508 kamas/u.;141 000;;
Pierre de Terraburkal le Perfide;Pierre brute;100;01;18;2021;16;50;12;;24424 kamas/u.;19 998;264 999;2 999 999
Méga Pierre du Craqueleur Légendaire;Pierre brute;100;01;18;2021;16;50;16;;35971 kamas/u.;1 WAse\0] 0};349 999;
Pierre d'Aerotrugobur le Malveillant;Pierre brute;100;01;18;2021;16;50;19;;25067 kamas/u.;23 888;239 999;3 499 999
Pierre d'Aerotrugobur le Malveillant;Pierre brute;100;01;18;2021;16;50;23;;25067 kamas/u.;23 888;239 999;3 499 999
Pierre d'Ignerkocropos |I'Affame;Pierre brute;100;01;18;2021;16;50;26;;21400 kamas/u.;14 888;199 000;2 180 000
Pierre du Craqueleur Légendaire;Pierre brute;120;01;18;2021;16;50;29;;3810 kamas/u.;2 999;39 995;385 998
Corail Magistral;Pierre brute;150;01;18;2021;16;50;33;;7895 kamas/u.;5 999;65 000;
Rune du Cordonnier;Pierre magique;1;01;18;2021;16;50;42;;18670 kamas/u.;15 000;;
Rune de Joaillemage;Pierre magique;1;01;18;2021;16;50;46;;31350 kamas/u.;14 999;;
