Rune Ini;Rune de forgemagie;10;01;14;2021;12;27;29;;186 kamas/u.;89;3 430;26 997
Rune Fo;Rune de forgemagie;10;01;14;2021;12;27;32;;29 kamas/u.;CA;360;2 898
Rune Ré Per Neutre;Rune de forgemagie;10;01;14;2021;12;27;35;;2999 kamas/u.;3 600;35 994;299 499
Rune Age;Rune de forgemagie;10;01;14;2021;12;27;39;;49 kamas/u.;45;549;5 000
Rune Ré Neutre;Rune de forgemagie;10;01;14;2021;12;27;42;;540 kamas/u.;699;6 887;44 998
Rune Sa;Rune de forgemagie;10;01;14;2021;12;27;46;;52 kamas/u.;89;990;4996
Rune Ré Per Air;Rune de forgemagie;10;01;14;2021;12;27;50;;551 kamas/u.;500;7994;49 998
Rune Prospe;Rune de forgemagie;10;01;14;2021;12;27;53;;1126 kamas/u.;1799;11 950;112 000
Rune Ine;Rune de forgemagie;10;01;14;2021;12;27;56;;41 kamas/u.;90;695;4 100
Rune de chasse;Rune de forgemagie;;01;14;2021;12;28;00;;467 kamas/u.;;;48 997
Rune Ré Per Feu;Rune de forgemagie;10;01;14;2021;12;28;03;;2789 kamas/u.;3 250;29 993;274 999
Rune Ré Per Eau;Rune de forgemagie;10;01;14;2021;12;28;07;;1074 kamas/u.;1 499;9 993;107 649
Rune Ré Feu;Rune de forgemagie;10;01;14;2021;12;28;11;;36 kamas/u.;107;800;3 099
Rune Vi;Rune de forgemagie;10;01;14;2021;12;28;14;;199 kamas/u.;149;2 448;18 998
Rune Ré Per Terre;Rune de forgemagie;10;01;14;2021;12;28;17;;784 kamas/u.;850;12 000;71 000
Rune Ré Air;Rune de forgemagie;10;01;14;2021;12;28;21;;27 kamas/u.;;583;2 500
Rune Ré Terre;Rune de forgemagie;10;01;14;2021;12;28;25;;83 kamas/u.;79;1 500;4 498
Rune Cha;Rune de forgemagie;10;01;14;2021;12;28;28;;49 kamas/u.;60;898;4 994
Rune Ré Eau;Rune de forgemagie;10;01;14;2021;12;28;32;;106 kamas/u.;110;17 995;9 998
Rune Cri;Rune de forgemagie;20;01;14;2021;12;28;35;;3812 kamas/u.;3 899;38 994;399 999
Rune Do;Rune de forgemagie;20;01;14;2021;12;28;38;;600 kamas/u.;1 200;9 897;60 000
Rune Invo;Rune de forgemagie;20;01;14;2021;12;28;42;;739 kamas/u.;1 996;8 884;70 000
Rune Pa Fo;Rune de forgemagie;20;01;14;2021;12;28;45;;127 kamas/u.;240;1 499;13 999
Rune Do Per;Rune de forgemagie;20;01;14;2021;12;28;49;;99 kamas/u.;79;988;9 936
Rune Pa Ini;Rune de forgemagie;20;01;14;2021;12;28;53;;3419 kamas/u.;3 983;42 298;339 897
Rune Pod;Rune de forgemagie;20;01;14;2021;12;28;56;;29 kamas/u.;10;170;2985
Rune Pa Age;Rune de forgemagie;20;01;14;2021;12;28;59;;479 kamas/u.;coy;6 999;47 997
Rune Do Ren;Rune de forgemagie;20;01;14;2021;12;29;03;;2850 kamas/u.;2 540;28 199;199 999
Rune Pa Pi Per;Rune de forgemagie;;01;14;2021;12;29;07;;3708 kamas/u.;;39 855;599 999
Rune Pa Ine;Rune de forgemagie;20;01;14;2021;12;29;10;;509 kamas/u.;1 499;12 199;50 999
Rune Pa Sa;Rune de forgemagie;20;01;14;2021;12;29;14;;1801 kamas/u.;2 149;16 999;178 998
Rune Pa Vi;Rune de forgemagie;20;01;14;2021;12;29;18;;1698 kamas/u.;1799;18 893;168 799
Rune Pi;Rune de forgemagie;20;01;14;2021;12;29;21;;4056 kamas/u.;4 000;48 999;398 999
Rune Pa Prospe;Rune de forgemagie;20;01;14;2021;12;29;26;;9910 kamas/u.;10 563;99 989;978 999
Rune So;Rune de forgemagie;20;01;14;2021;12;29;29;;8131 kamas/u.;8 500;78 999;835 999
Rune Pi Per;Rune de forgemagie;20;01;14;2021;12;29;32;;325 kamas/u.;365;5 996;55 399
Rune Pa Pi;Rune de forgemagie;20;01;14;2021;12;29;36;;12801 kamas/u.;10 000;;
Rune Pa Cha;Rune de forgemagie;20;01;14;2021;12;29;40;;520 kamas/u.;789;5 490;49 997
Rune Po;Rune de forgemagie;20;01;14;2021;12;29;43;;11614 kamas/u.;23 683;112 995;1279 999
Rune Ra Do Per;Rune de forgemagie;30;01;14;2021;12;29;48;;42125 kamas/u.;99 355;;
Rune Ra Fo;Rune de forgemagie;30;01;14;2021;12;29;51;;8568 kamas/u.;8 748;84 995;839 998
Rune Ra Sa;Rune de forgemagie;30;01;14;2021;12;29;54;;31029 kamas/u.;31 887;323 887;3 100 000
