;;;01;19;2021;15;24;56;;;;;
;;;01;19;2021;15;25;00;;;;;
;;;01;19;2021;15;25;05;;;;;
wa kou;;;01;19;2021;15;25;10;;;;;
;;;01;19;2021;15;25;15;;;;;
PIVl UC Vasot;;;01;19;2021;15;25;19;;;;;
;;;01;19;2021;15;25;23;;;;;
nT eerie lamellae;;;01;19;2021;15;25;28;;;;;
;;;01;19;2021;15;25;32;;;;;
fli Yi;;;01;19;2021;15;25;36;;;;;
;;;01;19;2021;15;25;41;;;;;
Options avancées >;;;01;19;2021;15;25;45;;;;;
;;;01;19;2021;15;25;53;;;;;
;;;01;19;2021;15;25;58;;;;;
;;;01;19;2021;15;26;02;;;;;
wa kou;;;01;19;2021;15;26;07;;;;;
;;;01;19;2021;15;26;11;;;;;
PIVl UC Vasot;;;01;19;2021;15;26;15;;;;;
;;;01;19;2021;15;26;20;;;;;
nT eerie lamellae;;;01;19;2021;15;26;24;;;;;
;;;01;19;2021;15;26;28;;;;;
fli Yi;;;01;19;2021;15;26;32;;;;;
;;;01;19;2021;15;26;36;;;;;
Options avancées >;;;01;19;2021;15;26;41;;;;;
;;;01;19;2021;15;26;50;;;;;
;;;01;19;2021;15;26;54;;;;;
;;;01;19;2021;15;26;58;;;;;
wa kou;;;01;19;2021;15;27;04;;;;;
;;;01;19;2021;15;27;08;;;;;
PIVl UC Vasot;;;01;19;2021;15;27;12;;;;;
;;;01;19;2021;15;27;16;;;;;
nT eerie lamellae;;;01;19;2021;15;27;21;;;;;
;;;01;19;2021;15;27;25;;;;;
fli Yi;;;01;19;2021;15;27;29;;;;;
;;;01;19;2021;15;27;33;;;;;
Options avancées >;;;01;19;2021;15;27;37;;;;;
;;;01;19;2021;15;27;46;;;;;
;;;01;19;2021;15;27;50;;;;;
;;;01;19;2021;15;27;54;;;;;
wa kou;;;01;19;2021;15;28;00;;;;;
;;;01;19;2021;15;28;04;;;;;
PIVl UC Vasot;;;01;19;2021;15;28;08;;;;;
;;;01;19;2021;15;28;12;;;;;
nT eerie lamellae;;;01;19;2021;15;28;17;;;;;
;;;01;19;2021;15;28;21;;;;;
fli Yi;;;01;19;2021;15;28;25;;;;;
;;;01;19;2021;15;28;29;;;;;
Options avancées >;;;01;19;2021;15;28;34;;;;;
;;;01;19;2021;15;28;42;;;;;
;;;01;19;2021;15;28;47;;;;;
;;;01;19;2021;15;28;52;;;;;
wa kou;;;01;19;2021;15;28;57;;;;;
;;;01;19;2021;15;29;01;;;;;
PIVl UC Vasot;;;01;19;2021;15;29;05;;;;;
;;;01;19;2021;15;29;09;;;;;
nT eerie lamellae;;;01;19;2021;15;29;14;;;;;
;;;01;19;2021;15;29;18;;;;;
fli Yi;;;01;19;2021;15;29;22;;;;;
;;;01;19;2021;15;29;26;;;;;
Options avancées >;;;01;19;2021;15;29;30;;;;;
