;;;01;16;2021;04;02;38;;;;;;;;
;;;01;16;2021;04;02;43;;;;;;;;
;;;01;16;2021;04;02;48;;;;;;;;
;;;01;16;2021;04;02;55;;;;;;;;
;;;01;16;2021;04;03;00;;;;;;;;
;;;01;16;2021;04;03;05;;;;;;;;
;;;01;16;2021;04;03;10;;;;;;;;
;;;01;16;2021;04;03;15;;;;;;;;
;;;01;16;2021;04;03;20;;;;;;;;
;;;01;16;2021;04;03;25;;;;;;;;
;;;01;16;2021;04;03;30;;;;;;;;
;;;01;16;2021;04;03;35;;;;;;;;
;;;01;16;2021;04;03;45;;;;;;;;
;;;01;16;2021;04;03;50;;;;;;;;
;;;01;16;2021;04;03;55;;;;;;;;
;;;01;16;2021;04;04;01;;;;;;;;
;;;01;16;2021;04;04;06;;;;;;;;
;;;01;16;2021;04;04;11;;;;;;;;
;;;01;16;2021;04;04;16;;;;;;;;
;;;01;16;2021;04;04;21;;;;;;;;
;;;01;16;2021;04;04;26;;;;;;;;
;;;01;16;2021;04;04;31;;;;;;;;
;;;01;16;2021;04;04;36;;;;;;;;
MSRM a
Fray NE MT See
eee SA Ee;;;01;16;2021;04;04;41;;;;;;;;
;;;01;16;2021;04;04;52;;;;;;;;
;;;01;16;2021;04;04;57;;;;;;;;
;;;01;16;2021;04;05;02;;;;;;;;
;;;01;16;2021;04;05;08;;;;;;;;
;;;01;16;2021;04;05;13;;;;;;;;
;;;01;16;2021;04;05;18;;;;;;;;
;;;01;16;2021;04;05;23;;;;;;;;
;;;01;16;2021;04;05;28;;;;;;;;
;;;01;16;2021;04;05;33;;;;;;;;
;;;01;16;2021;04;05;38;;;;;;;;
oO ee;;;01;16;2021;04;05;43;;;;;;;;
ht, a eS 8S OT Pg ea a Os , -
EO CE WG ete eee Rae;;;01;16;2021;04;05;49;;;;;;;;
