Bottes Usées d'Hogmeiser;| Botte;1;01;14;2021;03;51;55;;61204 kamas/u.;162 999;;;;;
Bottes du Petit Bouftou;| Botte;1;01;14;2021;03;51;59;;37 kamas/u.;25 000;;;;;
Sandales du Piou Rouge;| Botte;1;01;14;2021;03;52;02;;14 kamas/u.;40;;;;;
Sandales du Piou Bleu;| Botte;1;01;14;2021;03;52;06;;70 kamas/u.;60;;;;;
Bottes de l'Aventurier;| Botte;1;01;14;2021;03;52;10;;2661 kamas/u.;1 199;1 200;1 200;1 200;1 200;1 200;1 200;1 200;1 200;1 200;1 500;1 500;1 500;1 500;1 500;1 500;1 500;1 500;1 500;1 500;1 699;1 699;1 699;1 750;1 750;1 800;1 999;2 500;3 800;2 500;3 800;21 500;
Sandales du Piou Violet;| Botte;1;01;14;2021;03;52;19;;269 kamas/u.;so};;;;;
Les Incrustes;| Botte;1;01;14;2021;03;52;23;;34 kamas/u.;;;;;;
Sandales du Piou Vert;| Botte;1;01;14;2021;03;52;26;;17 kamas/u.;;;;;;
Sandales du Piou Jaune;| Botte;1;01;14;2021;03;52;30;;95 kamas/u.;60;;;;;
Sandales du Piou Rose;| Botte;1;01;14;2021;03;52;34;;294 kamas/u.;150;;;;;
Bottes du Puissant Bouftou;| Botte;4;01;14;2021;03;52;38;;60 kamas/u.;100;;;;;
Bottes Agilesques;| Botte;8;01;14;2021;03;52;41;;279 kamas/u.;145;145;145;145;;
Bottes de Chance;| Botte;8;01;14;2021;03;52;46;;2388 kamas/u.;2 000;2 000;2 000;;;
Boufbottes;| Botte;10;01;14;2021;03;52;49;;3264 kamas/u.;1 000;1 500;1 500;1 799;1 799;1 799;1 800;1 800;2 900;2 990;2999;3 000;3 000;3 000;3 000;3 000;3 000;3111;3 200;3 300;4 200;4 450;4 490;4 490;4 490;4 490;4 500;5 000;5 000;5 000;5 500;6 000;6 000;7 000;7 500;7 500;7 500;7 500;7 500;20 000;20 000;23 000;25 000;25 000;25 000;28 000;29 000;28 000;29 000;31 000;
Bottes en Mousse;| Botte;11;01;14;2021;03;53;01;;6940 kamas/u.;500;500;3 000;6 500;13 500;
Petites Bottes de Klime;| Botte;13;01;14;2021;03;53;06;;1171 kamas/u.;2 500;2 500;2 500;2 500;2 500;2 500;2 500;2 500;2 500;2 500;2 500;2 500;2 500;3 000;
